"time","status","width","height","size_mb","labels","path","error","source"
"2026-07-03 20:23:50","recycled","720","490","0.111","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\160_莫干山_团队互动_裁剪分割__CV012_S001.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.066","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\161_莫干山_团队互动_裁剪分割__CV012_S002.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.201","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\162_莫干山_团队互动_裁剪分割__CV012_S003.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.204","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\163_莫干山_团队互动_裁剪分割__CV012_S004.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.33","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\164_莫干山_团队互动_裁剪分割__CV012_S005.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","1.019","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\165_莫干山_团队互动_裁剪分割__CV012_S006.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.214","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\166_莫干山_团队互动_裁剪分割__CV012_S007.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","1.057","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\167_莫干山_团队互动_裁剪分割__CV012_S008.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","2.62","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\168_莫干山_团队互动_裁剪分割__CV012_S009.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.325","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\169_莫干山_团队互动_裁剪分割__CV012_S010.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.095","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\170_莫干山_团队互动_裁剪分割__CV012_S011.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.208","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\171_莫干山_团队互动_裁剪分割__CV012_S012.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.217","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\172_莫干山_团队互动_裁剪分割__CV012_S013.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.239","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\173_莫干山_团队互动_裁剪分割__CV012_S014.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.608","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\174_莫干山_团队互动_裁剪分割__CV012_S015.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.466","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\175_莫干山_团队互动_裁剪分割__CV012_S016.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.446","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\176_莫干山_团队互动_裁剪分割__CV012_S017.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.994","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\177_莫干山_团队互动_裁剪分割__CV012_S018.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.906","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\178_莫干山_团队互动_裁剪分割__CV012_S019.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.157","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\179_莫干山_团队互动_裁剪分割__CV012_S020.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.116","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\180_莫干山_团队互动_裁剪分割__CV012_S021.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.18","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\181_莫干山_团队互动_裁剪分割__CV012_S022.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.113","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\182_莫干山_团队互动_裁剪分割__CV012_S023.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.329","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\183_莫干山_团队互动_裁剪分割__CV012_S024.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.217","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\184_莫干山_团队互动_裁剪分割__CV012_S025.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.505","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\185_莫干山_团队互动_裁剪分割__CV012_S026.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","2.24","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\186_莫干山_团队互动_裁剪分割__CV012_S027.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:50","recycled","720","490","0.188","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\187_莫干山_团队互动_裁剪分割__CV012_S028.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","490","0.159","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\188_莫干山_团队互动_裁剪分割__CV012_S029.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","490","0.324","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\189_莫干山_团队互动_裁剪分割__CV012_S030.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","490","0.615","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\190_莫干山_团队互动_裁剪分割__CV012_S031.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","490","0.247","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\191_莫干山_团队互动_裁剪分割__CV012_S032.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","490","0.465","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\192_莫干山_团队互动_裁剪分割__CV012_S033.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","490","0.334","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\193_莫干山_团队互动_裁剪分割__CV012_S034.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","490","0.354","crop_split|output_horizontal|small_frame","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\194_莫干山_团队互动_裁剪分割__CV012_S035.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评0莫干山团建 #周末去哪玩 #拓展团建活动 #莫干山旅游攻略 #公司团建 #vlog旅游定制团建策划师-凯波20260624.mp4"
"2026-07-03 20:23:51","recycled","720","708","0.314","crop_split|output_horizontal","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\195_莫干山_团队互动_裁剪分割__CV013_S001.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评2人均400➕💰莫干山两日团建策划案🔥杭州团建杭州周边春季团建不知道去哪里❓湖州的莫干山可以考虑一下⛰这份莫干山团建策划案快收好包含乐园游玩、项目体验、景区打卡两日团建人均仅需400➕💰，性价比直接拉满👉各杭州大厂都在办的团建，快来Get同款！#公司团建 #杭州周边游 #周末去哪儿 #户外拓展团建 #好玩的团建攻略 #团建冲不冲集美团建20240416.mp4"
"2026-07-03 20:23:51","recycled","720","708","0.437","crop_split|output_horizontal","D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\196_莫干山_团队互动_裁剪分割__CV013_S002.mp4","","D:\Download\素材下载\团建视频\莫干山-原视频素材\赞1评2人均400➕💰莫干山两日团建策划案🔥杭州团建杭州周边春季团建不知道去哪里❓湖州的莫干山可以考虑一下⛰这份莫干山团建策划案快收好包含乐园游玩、项目体验、景区打卡两日团建人均仅需400➕💰，性价比直接拉满👉各杭州大厂都在办的团建，快来Get同款！#公司团建 #杭州周边游 #周末去哪儿 #户外拓展团建 #好玩的团建攻略 #团建冲不冲集美团建20240416.mp4"
