name,output,confidence,reason,check_frame
007_莫干山_竹林山景__S_V023_S036.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\竹林山景\裁切废料\007_莫干山_竹林山景__S_V023_S036__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0277.jpg
001_莫干山_大巴集合出发__S_V005_S004.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\裁切废料\001_莫干山_大巴集合出发__S_V005_S004__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0279.jpg
003_莫干山_大巴集合出发__S_V013_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\裁切废料\003_莫干山_大巴集合出发__S_V013_S006__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0280.jpg
227_莫干山_住宿空间_裁剪分割__CV016_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\裁切废料\227_莫干山_住宿空间_裁剪分割__CV016_S007__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0283.jpg
228_莫干山_住宿空间_裁剪分割__CV016_S008.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\裁切废料\228_莫干山_住宿空间_裁剪分割__CV016_S008__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=65.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0284.jpg
230_莫干山_住宿空间_裁剪分割__CV016_S010.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\裁切废料\230_莫干山_住宿空间_裁剪分割__CV016_S010__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=61.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0286.jpg
231_莫干山_住宿空间_裁剪分割__CV016_S011.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\裁切废料\231_莫干山_住宿空间_裁剪分割__CV016_S011__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0287.jpg
232_莫干山_住宿空间_裁剪分割__CV016_S012.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\裁切废料\232_莫干山_住宿空间_裁剪分割__CV016_S012__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.0% h=71.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0288.jpg
001_莫干山_酒店民宿房间__S_V001_S025.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\裁切废料\001_莫干山_酒店民宿房间__S_V001_S025__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0294.jpg
002_莫干山_酒店民宿房间__S_V005_S009.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\裁切废料\002_莫干山_酒店民宿房间__S_V005_S009__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0295.jpg
005_莫干山_酒店民宿房间__S_V007_S015.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\裁切废料\005_莫干山_酒店民宿房间__S_V007_S015__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0297.jpg
008_莫干山_酒店民宿房间__S_V007_S020.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\裁切废料\008_莫干山_酒店民宿房间__S_V007_S020__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.4% h=53.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0298.jpg
012_莫干山_酒店民宿房间__S_V013_S025.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\裁切废料\012_莫干山_酒店民宿房间__S_V013_S025__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.0% h=64.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0299.jpg
028_莫干山_农家菜__S_V021_S014.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\04_餐饮美食\农家菜\裁切废料\028_莫干山_农家菜__S_V021_S014__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0303.jpg
002_莫干山_菜品特写__S_V005_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\04_餐饮美食\菜品特写\裁切废料\002_莫干山_菜品特写__S_V005_S016__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0305.jpg
006_莫干山_菜品特写__S_V005_S027.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\04_餐饮美食\菜品特写\裁切废料\006_莫干山_菜品特写__S_V005_S027__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.3% h=68.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0306.jpg
009_莫干山_菜品特写__A_V016_S024.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\04_餐饮美食\菜品特写\裁切废料\009_莫干山_菜品特写__A_V016_S024__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=81.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0307.jpg
008_莫干山_菜品餐桌__S_V023_S012.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\04_餐饮美食\菜品餐桌\裁切废料\008_莫干山_菜品餐桌__S_V023_S012__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0308.jpg
001_莫干山_KTV唱歌__S_V013_S004.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\KTV唱歌\裁切废料\001_莫干山_KTV唱歌__S_V013_S004__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.7% h=71.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0310.jpg
001_莫干山_水上乐园__S_V001_S038.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\水上乐园\裁切废料\001_莫干山_水上乐园__S_V001_S038__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0321.jpg
003_莫干山_水上乐园__A_V016_S050.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\水上乐园\裁切废料\003_莫干山_水上乐园__A_V016_S050__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0323.jpg
006_莫干山_水上乐园__S_V021_S032.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\水上乐园\裁切废料\006_莫干山_水上乐园__S_V021_S032__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=59.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0324.jpg
001_莫干山_水上拓展__S_V001_S036.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\水上拓展\裁切废料\001_莫干山_水上拓展__S_V001_S036__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0325.jpg
002_莫干山_水上拓展__S_V016_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\水上拓展\裁切废料\002_莫干山_水上拓展__S_V016_S007__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=71.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0326.jpg
005_莫干山_水上拓展__S_V016_S030.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\水上拓展\裁切废料\005_莫干山_水上拓展__S_V016_S030__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=70.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0329.jpg
003_莫干山_溯溪玩水__S_V005_S048.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\溯溪玩水\裁切废料\003_莫干山_溯溪玩水__S_V005_S048__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0331.jpg
010_莫干山_溯溪玩水__S_V023_S034.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\溯溪玩水\裁切废料\010_莫干山_溯溪玩水__S_V023_S034__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.4% h=59.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0337.jpg
002_莫干山_漂流__S_V001_S029.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\002_莫干山_漂流__S_V001_S029__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=69.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0340.jpg
014_莫干山_漂流__S_V005_S041.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\014_莫干山_漂流__S_V005_S041__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0349.jpg
075_莫干山_漂流_裁剪分割__CV006_S001.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\075_莫干山_漂流_裁剪分割__CV006_S001__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.2% h=71.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0355.jpg
078_莫干山_漂流_裁剪分割__CV006_S004.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\078_莫干山_漂流_裁剪分割__CV006_S004__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0358.jpg
079_莫干山_漂流_裁剪分割__CV006_S005.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\079_莫干山_漂流_裁剪分割__CV006_S005__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.8% h=62.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0359.jpg
080_莫干山_漂流_裁剪分割__CV006_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\080_莫干山_漂流_裁剪分割__CV006_S006__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.5% h=65.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0360.jpg
081_莫干山_漂流_裁剪分割__CV006_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\081_莫干山_漂流_裁剪分割__CV006_S007__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=52.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0361.jpg
084_莫干山_漂流_裁剪分割__CV006_S010.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\084_莫干山_漂流_裁剪分割__CV006_S010__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=60.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0364.jpg
087_莫干山_漂流_裁剪分割__CV006_S013.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\087_莫干山_漂流_裁剪分割__CV006_S013__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=59.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0367.jpg
089_莫干山_漂流_裁剪分割__CV006_S015.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\089_莫干山_漂流_裁剪分割__CV006_S015__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.7% h=73.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0369.jpg
090_莫干山_漂流_裁剪分割__CV006_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\090_莫干山_漂流_裁剪分割__CV006_S016__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.9% h=57.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0370.jpg
092_莫干山_漂流_裁剪分割__CV006_S018.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\092_莫干山_漂流_裁剪分割__CV006_S018__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=59.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0372.jpg
094_莫干山_漂流_裁剪分割__CV006_S020.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\094_莫干山_漂流_裁剪分割__CV006_S020__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.0% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0374.jpg
101_莫干山_漂流_裁剪分割__CV006_S027.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\101_莫干山_漂流_裁剪分割__CV006_S027__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.2% h=57.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0381.jpg
106_莫干山_漂流_裁剪分割__CV006_S032.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\106_莫干山_漂流_裁剪分割__CV006_S032__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0386.jpg
107_莫干山_漂流_裁剪分割__CV006_S033.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\107_莫干山_漂流_裁剪分割__CV006_S033__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.2% h=49.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0387.jpg
108_莫干山_漂流_裁剪分割__CV006_S034.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\108_莫干山_漂流_裁剪分割__CV006_S034__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.0% h=55.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0388.jpg
111_莫干山_漂流_裁剪分割__CV006_S037.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\111_莫干山_漂流_裁剪分割__CV006_S037__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.5% h=52.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0391.jpg
115_莫干山_漂流_裁剪分割__CV006_S041.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\115_莫干山_漂流_裁剪分割__CV006_S041__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0395.jpg
121_莫干山_漂流_裁剪分割__CV006_S047.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\121_莫干山_漂流_裁剪分割__CV006_S047__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0401.jpg
122_莫干山_漂流_裁剪分割__CV006_S048.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\122_莫干山_漂流_裁剪分割__CV006_S048__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.3% h=55.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0402.jpg
123_莫干山_漂流_裁剪分割__CV006_S049.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\123_莫干山_漂流_裁剪分割__CV006_S049__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0403.jpg
237_莫干山_漂流_裁剪分割__CV017_S002.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\237_莫干山_漂流_裁剪分割__CV017_S002__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0408.jpg
239_莫干山_漂流_裁剪分割__CV017_S004.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\239_莫干山_漂流_裁剪分割__CV017_S004__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.8% h=67.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0410.jpg
240_莫干山_漂流_裁剪分割__CV017_S005.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\240_莫干山_漂流_裁剪分割__CV017_S005__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.8% h=71.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0411.jpg
241_莫干山_漂流_裁剪分割__CV017_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\241_莫干山_漂流_裁剪分割__CV017_S006__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.0% h=54.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0412.jpg
244_莫干山_漂流_裁剪分割__CV017_S009.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\244_莫干山_漂流_裁剪分割__CV017_S009__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.6% h=69.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0415.jpg
246_莫干山_漂流_裁剪分割__CV017_S011.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\246_莫干山_漂流_裁剪分割__CV017_S011__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.2% h=63.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0417.jpg
247_莫干山_漂流_裁剪分割__CV017_S012.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\247_莫干山_漂流_裁剪分割__CV017_S012__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0418.jpg
251_莫干山_漂流_裁剪分割__CV017_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\251_莫干山_漂流_裁剪分割__CV017_S016__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0422.jpg
255_莫干山_漂流_裁剪分割__CV017_S020.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\255_莫干山_漂流_裁剪分割__CV017_S020__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=60.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0426.jpg
266_莫干山_漂流_裁剪分割__CV017_S031.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\266_莫干山_漂流_裁剪分割__CV017_S031__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=60.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0437.jpg
269_莫干山_漂流_裁剪分割__CV017_S034.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\269_莫干山_漂流_裁剪分割__CV017_S034__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=56.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0440.jpg
274_莫干山_漂流_裁剪分割__CV017_S039.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\274_莫干山_漂流_裁剪分割__CV017_S039__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.6% h=69.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0445.jpg
276_莫干山_漂流_裁剪分割__CV017_S041.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\276_莫干山_漂流_裁剪分割__CV017_S041__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0447.jpg
278_莫干山_漂流_裁剪分割__CV017_S043.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\278_莫干山_漂流_裁剪分割__CV017_S043__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.5% h=53.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0449.jpg
279_莫干山_漂流_裁剪分割__CV017_S044.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\279_莫干山_漂流_裁剪分割__CV017_S044__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.2% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0450.jpg
283_莫干山_漂流_裁剪分割__CV017_S048.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\283_莫干山_漂流_裁剪分割__CV017_S048__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=56.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0454.jpg
290_莫干山_漂流_裁剪分割__CV022_S002.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\290_莫干山_漂流_裁剪分割__CV022_S002__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0461.jpg
292_莫干山_漂流_裁剪分割__CV022_S004.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\292_莫干山_漂流_裁剪分割__CV022_S004__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0463.jpg
294_莫干山_漂流_裁剪分割__CV022_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\294_莫干山_漂流_裁剪分割__CV022_S006__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0465.jpg
