name,output,confidence,reason,check_frame
264_千岛湖_玩水互动_裁剪分割__CV026_S017.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\264_千岛湖_玩水互动_裁剪分割__CV026_S017__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=57.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0110.jpg
271_千岛湖_玩水互动_裁剪分割__CV026_S024.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\271_千岛湖_玩水互动_裁剪分割__CV026_S024__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0117.jpg
274_千岛湖_玩水互动_裁剪分割__CV026_S027.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\274_千岛湖_玩水互动_裁剪分割__CV026_S027__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0120.jpg
275_千岛湖_玩水互动_裁剪分割__CV026_S028.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\275_千岛湖_玩水互动_裁剪分割__CV026_S028__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0121.jpg
278_千岛湖_玩水互动_裁剪分割__CV026_S031.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\278_千岛湖_玩水互动_裁剪分割__CV026_S031__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0124.jpg
280_千岛湖_玩水互动_裁剪分割__CV026_S033.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\280_千岛湖_玩水互动_裁剪分割__CV026_S033__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.1% h=72.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0126.jpg
281_千岛湖_玩水互动_裁剪分割__CV026_S034.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\281_千岛湖_玩水互动_裁剪分割__CV026_S034__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0127.jpg
282_千岛湖_玩水互动_裁剪分割__CV026_S035.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\282_千岛湖_玩水互动_裁剪分割__CV026_S035__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=58.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0128.jpg
283_千岛湖_玩水互动_裁剪分割__CV026_S036.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\283_千岛湖_玩水互动_裁剪分割__CV026_S036__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=59.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0129.jpg
284_千岛湖_玩水互动_裁剪分割__CV026_S037.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\284_千岛湖_玩水互动_裁剪分割__CV026_S037__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.2% h=61.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0130.jpg
285_千岛湖_玩水互动_裁剪分割__CV026_S038.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\285_千岛湖_玩水互动_裁剪分割__CV026_S038__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=59.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0131.jpg
286_千岛湖_玩水互动_裁剪分割__CV026_S039.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\286_千岛湖_玩水互动_裁剪分割__CV026_S039__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.8% h=65.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0132.jpg
287_千岛湖_玩水互动_裁剪分割__CV026_S040.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\287_千岛湖_玩水互动_裁剪分割__CV026_S040__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.7% h=71.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0133.jpg
288_千岛湖_玩水互动_裁剪分割__CV026_S041.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\288_千岛湖_玩水互动_裁剪分割__CV026_S041__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.6% h=73.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0134.jpg
291_千岛湖_玩水互动_裁剪分割__CV026_S044.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\291_千岛湖_玩水互动_裁剪分割__CV026_S044__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=58.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0137.jpg
294_千岛湖_玩水互动_裁剪分割__CV026_S047.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\294_千岛湖_玩水互动_裁剪分割__CV026_S047__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0140.jpg
297_千岛湖_玩水互动_裁剪分割__CV026_S050.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\玩水互动\裁切废料\297_千岛湖_玩水互动_裁剪分割__CV026_S050__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.4% h=70.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0143.jpg
001_千岛湖_皮划艇__S_V003_S005.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\001_千岛湖_皮划艇__S_V003_S005__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0144.jpg
002_千岛湖_皮划艇__S_V003_S012.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\002_千岛湖_皮划艇__S_V003_S012__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0145.jpg
003_千岛湖_皮划艇__A_V011_S003.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\003_千岛湖_皮划艇__A_V011_S003__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=70.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0146.jpg
167_千岛湖_皮划艇_裁剪分割__CV020_S003.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\167_千岛湖_皮划艇_裁剪分割__CV020_S003__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=56.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0149.jpg
168_千岛湖_皮划艇_裁剪分割__CV020_S004.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\168_千岛湖_皮划艇_裁剪分割__CV020_S004__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=56.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0150.jpg
171_千岛湖_皮划艇_裁剪分割__CV020_S007.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\171_千岛湖_皮划艇_裁剪分割__CV020_S007__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0153.jpg
172_千岛湖_皮划艇_裁剪分割__CV020_S008.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\172_千岛湖_皮划艇_裁剪分割__CV020_S008__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.7% h=56.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0154.jpg
173_千岛湖_皮划艇_裁剪分割__CV020_S009.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\173_千岛湖_皮划艇_裁剪分割__CV020_S009__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=69.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0155.jpg
177_千岛湖_皮划艇_裁剪分割__CV020_S013.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\177_千岛湖_皮划艇_裁剪分割__CV020_S013__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.9% h=68.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0159.jpg
178_千岛湖_皮划艇_裁剪分割__CV020_S014.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\178_千岛湖_皮划艇_裁剪分割__CV020_S014__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.0% h=61.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0160.jpg
181_千岛湖_皮划艇_裁剪分割__CV020_S017.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\181_千岛湖_皮划艇_裁剪分割__CV020_S017__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.0% h=54.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0163.jpg
184_千岛湖_皮划艇_裁剪分割__CV020_S020.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\184_千岛湖_皮划艇_裁剪分割__CV020_S020__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=61.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0166.jpg
185_千岛湖_皮划艇_裁剪分割__CV020_S021.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\185_千岛湖_皮划艇_裁剪分割__CV020_S021__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0167.jpg
186_千岛湖_皮划艇_裁剪分割__CV020_S022.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\186_千岛湖_皮划艇_裁剪分割__CV020_S022__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0168.jpg
187_千岛湖_皮划艇_裁剪分割__CV020_S023.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\187_千岛湖_皮划艇_裁剪分割__CV020_S023__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0169.jpg
194_千岛湖_皮划艇_裁剪分割__CV020_S030.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\194_千岛湖_皮划艇_裁剪分割__CV020_S030__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0176.jpg
195_千岛湖_皮划艇_裁剪分割__CV020_S031.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\195_千岛湖_皮划艇_裁剪分割__CV020_S031__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0177.jpg
196_千岛湖_皮划艇_裁剪分割__CV020_S032.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\196_千岛湖_皮划艇_裁剪分割__CV020_S032__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.1% h=58.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0178.jpg
198_千岛湖_皮划艇_裁剪分割__CV020_S034.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\198_千岛湖_皮划艇_裁剪分割__CV020_S034__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.7% h=69.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0180.jpg
199_千岛湖_皮划艇_裁剪分割__CV020_S035.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\199_千岛湖_皮划艇_裁剪分割__CV020_S035__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.4% h=62.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0181.jpg
200_千岛湖_皮划艇_裁剪分割__CV020_S036.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\200_千岛湖_皮划艇_裁剪分割__CV020_S036__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=57.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0182.jpg
201_千岛湖_皮划艇_裁剪分割__CV020_S037.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\201_千岛湖_皮划艇_裁剪分割__CV020_S037__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.0% h=70.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0183.jpg
203_千岛湖_皮划艇_裁剪分割__CV020_S039.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\203_千岛湖_皮划艇_裁剪分割__CV020_S039__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=61.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0185.jpg
206_千岛湖_皮划艇_裁剪分割__CV020_S042.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\206_千岛湖_皮划艇_裁剪分割__CV020_S042__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.4% h=61.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0188.jpg
208_千岛湖_皮划艇_裁剪分割__CV020_S044.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\208_千岛湖_皮划艇_裁剪分割__CV020_S044__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.8% h=62.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0190.jpg
014_千岛湖_待人工分类_裁剪分割__CV003_S008.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\014_千岛湖_待人工分类_裁剪分割__CV003_S008__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=1.6% h=60.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0200.jpg
017_千岛湖_待人工分类_裁剪分割__CV004_S003.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\017_千岛湖_待人工分类_裁剪分割__CV004_S003__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.1% h=69.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0203.jpg
020_千岛湖_待人工分类_裁剪分割__CV004_S006.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\020_千岛湖_待人工分类_裁剪分割__CV004_S006__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0206.jpg
021_千岛湖_待人工分类_裁剪分割__CV004_S007.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\021_千岛湖_待人工分类_裁剪分割__CV004_S007__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0207.jpg
022_千岛湖_待人工分类_裁剪分割__CV004_S008.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\022_千岛湖_待人工分类_裁剪分割__CV004_S008__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.8% h=69.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0208.jpg
024_千岛湖_待人工分类_裁剪分割__CV004_S010.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\024_千岛湖_待人工分类_裁剪分割__CV004_S010__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.5% h=58.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0209.jpg
025_千岛湖_待人工分类_裁剪分割__CV004_S011.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\025_千岛湖_待人工分类_裁剪分割__CV004_S011__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.3% h=57.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0210.jpg
026_千岛湖_待人工分类_裁剪分割__CV004_S012.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\026_千岛湖_待人工分类_裁剪分割__CV004_S012__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=60.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0211.jpg
030_千岛湖_待人工分类_裁剪分割__CV004_S016.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\030_千岛湖_待人工分类_裁剪分割__CV004_S016__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.6% h=64.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0213.jpg
034_千岛湖_待人工分类_裁剪分割__CV004_S020.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\034_千岛湖_待人工分类_裁剪分割__CV004_S020__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0217.jpg
036_千岛湖_待人工分类_裁剪分割__CV004_S022.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\036_千岛湖_待人工分类_裁剪分割__CV004_S022__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=13.6% h=61.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0219.jpg
052_千岛湖_待人工分类_裁剪分割__CV009_S001.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\052_千岛湖_待人工分类_裁剪分割__CV009_S001__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0222.jpg
053_千岛湖_待人工分类_裁剪分割__CV009_S002.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\053_千岛湖_待人工分类_裁剪分割__CV009_S002__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0223.jpg
061_千岛湖_待人工分类_裁剪分割__CV012_S003.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\061_千岛湖_待人工分类_裁剪分割__CV012_S003__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=50.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0231.jpg
062_千岛湖_待人工分类_裁剪分割__CV012_S004.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\062_千岛湖_待人工分类_裁剪分割__CV012_S004__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.5% h=69.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0232.jpg
064_千岛湖_待人工分类_裁剪分割__CV012_S006.mp4,D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\064_千岛湖_待人工分类_裁剪分割__CV012_S006__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.4% h=76.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0234.jpg
001_安吉_大巴集合出发__S_V008_S009.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\裁切废料\001_安吉_大巴集合出发__S_V008_S009__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=65.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0235.jpg
003_安吉_大巴集合出发__S_V009_S001.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\裁切废料\003_安吉_大巴集合出发__S_V009_S001__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=70.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0236.jpg
011_安吉_漂流_裁剪分割__CV008_S015.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\裁切废料\011_安吉_漂流_裁剪分割__CV008_S015__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=71.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0248.jpg
026_安吉_漂流__S_V011_S008.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\裁切废料\026_安吉_漂流__S_V011_S008__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0263.jpg
026_安吉_漂流_裁剪分割__CV008_S040.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\裁切废料\026_安吉_漂流_裁剪分割__CV008_S040__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=64.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0264.jpg
001_安吉_皮划艇__S_V009_S002.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\皮划艇\裁切废料\001_安吉_皮划艇__S_V009_S002__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0267.jpg
005_安吉_口播讲解__S_V011_S013.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\裁切废料\005_安吉_口播讲解__S_V011_S013__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0273.jpg
008_安吉_口播讲解__S_V011_S017.mp4,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\裁切废料\008_安吉_口播讲解__S_V011_S017__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0274.jpg
