library,path,relative_path,width,height,duration,size_mb,mtime
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\田园小火车\003_莫干山_田园小火车__S_V019_S005.mp4,05_项目活动\田园小火车\003_莫干山_田园小火车__S_V019_S005.mp4,720,602,1.1,0.561,2026-07-03T14:43:58
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\田园小火车\004_莫干山_田园小火车__S_V024_S018.mp4,05_项目活动\田园小火车\004_莫干山_田园小火车__S_V024_S018.mp4,720,552,0.933,0.22,2026-07-03T14:44:00
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\皮划艇\001_莫干山_皮划艇__S_V019_S012.mp4,05_项目活动\皮划艇\001_莫干山_皮划艇__S_V019_S012.mp4,720,572,1.2,0.24,2026-07-03T14:44:04
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\真人CS\001_莫干山_真人CS__S_V001_S015.mp4,05_项目活动\真人CS\001_莫干山_真人CS__S_V001_S015.mp4,1080,1028,1.0,0.638,2026-07-03T14:44:07
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\真人CS\002_莫干山_真人CS__S_V019_S015.mp4,05_项目活动\真人CS\002_莫干山_真人CS__S_V019_S015.mp4,720,600,1.667,1.157,2026-07-03T14:44:09
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\真人CS\005_莫干山_真人CS__S_V023_S021.mp4,05_项目活动\真人CS\005_莫干山_真人CS__S_V023_S021.mp4,720,640,2.733,1.644,2026-07-03T14:44:17
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\真人CS\006_莫干山_真人CS__S_V024_S031.mp4,05_项目活动\真人CS\006_莫干山_真人CS__S_V024_S031.mp4,720,602,1.633,0.648,2026-07-03T14:44:19
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\真人CS\007_莫干山_真人CS__S_V024_S032.mp4,05_项目活动\真人CS\007_莫干山_真人CS__S_V024_S032.mp4,720,558,1.467,0.54,2026-07-03T14:44:22
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\真人CS\008_莫干山_真人CS__S_V025_S033_待人工确认.mp4,05_项目活动\真人CS\008_莫干山_真人CS__S_V025_S033_待人工确认.mp4,1080,940,0.567,0.424,2026-07-03T14:44:24
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\竹林徒步\001_莫干山_竹林徒步__B_V010_S023.mp4,05_项目活动\竹林徒步\001_莫干山_竹林徒步__B_V010_S023.mp4,720,592,1.167,0.296,2026-07-03T14:44:26
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\竹林徒步\002_莫干山_竹林徒步__S_V018_S007.mp4,05_项目活动\竹林徒步\002_莫干山_竹林徒步__S_V018_S007.mp4,720,552,2.167,0.888,2026-07-03T14:44:29
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\竹林徒步\003_莫干山_竹林徒步__S_V018_S008.mp4,05_项目活动\竹林徒步\003_莫干山_竹林徒步__S_V018_S008.mp4,720,600,1.9,0.571,2026-07-03T14:44:31
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\茶山越野车\001_莫干山_茶山越野车__S_V001_S001.mp4,05_项目活动\茶山越野车\001_莫干山_茶山越野车__S_V001_S001.mp4,1080,1002,1.5,1.978,2026-07-03T14:44:39
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\茶山越野车\002_莫干山_茶山越野车__S_V001_S016.mp4,05_项目活动\茶山越野车\002_莫干山_茶山越野车__S_V001_S016.mp4,1080,838,1.167,0.588,2026-07-03T14:44:42
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\茶山越野车\006_莫干山_茶山越野车__S_V016_S023.mp4,05_项目活动\茶山越野车\006_莫干山_茶山越野车__S_V016_S023.mp4,1080,992,3.767,7.5,2026-07-03T14:45:02
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\采摘体验\001_莫干山_采摘体验__S_V016_S025.mp4,05_项目活动\采摘体验\001_莫干山_采摘体验__S_V016_S025.mp4,1080,838,0.9,1.107,2026-07-03T14:45:10
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\003_莫干山_高山滑道__S_V011_S017.mp4,05_项目活动\高山滑道\003_莫干山_高山滑道__S_V011_S017.mp4,720,508,1.867,0.457,2026-07-03T14:45:20
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\004_莫干山_高山滑道__S_V011_S027.mp4,05_项目活动\高山滑道\004_莫干山_高山滑道__S_V011_S027.mp4,720,528,4.4,2.455,2026-07-03T14:45:25
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\005_莫干山_高山滑道__S_V011_S030.mp4,05_项目活动\高山滑道\005_莫干山_高山滑道__S_V011_S030.mp4,720,460,0.733,0.327,2026-07-03T14:45:29
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\006_莫干山_高山滑道__S_V011_S031.mp4,05_项目活动\高山滑道\006_莫干山_高山滑道__S_V011_S031.mp4,720,504,1.2,0.642,2026-07-03T14:45:32
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\007_莫干山_高山滑道__S_V011_S032.mp4,05_项目活动\高山滑道\007_莫干山_高山滑道__S_V011_S032.mp4,720,494,1.0,0.277,2026-07-03T14:45:35
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\008_莫干山_高山滑道__S_V011_S033.mp4,05_项目活动\高山滑道\008_莫干山_高山滑道__S_V011_S033.mp4,720,508,1.2,0.471,2026-07-03T14:45:38
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\013_莫干山_高山滑道__S_V022_S013.mp4,05_项目活动\高山滑道\013_莫干山_高山滑道__S_V022_S013.mp4,720,596,2.1,0.222,2026-07-03T14:45:50
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\014_莫干山_高山滑道__S_V022_S016.mp4,05_项目活动\高山滑道\014_莫干山_高山滑道__S_V022_S016.mp4,720,592,1.8,0.313,2026-07-03T14:45:53
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\016_莫干山_高山滑道__S_V024_S007.mp4,05_项目活动\高山滑道\016_莫干山_高山滑道__S_V024_S007.mp4,720,600,1.967,0.187,2026-07-03T14:45:59
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\017_莫干山_高山滑道__S_V024_S015.mp4,05_项目活动\高山滑道\017_莫干山_高山滑道__S_V024_S015.mp4,720,600,1.167,0.107,2026-07-03T14:46:01
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\018_莫干山_高山滑道__S_V024_S017.mp4,05_项目活动\高山滑道\018_莫干山_高山滑道__S_V024_S017.mp4,720,602,1.1,0.262,2026-07-03T14:46:03
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\019_莫干山_高山滑道__S_V024_S038.mp4,05_项目活动\高山滑道\019_莫干山_高山滑道__S_V024_S038.mp4,720,602,1.5,0.832,2026-07-03T14:46:06
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\020_莫干山_高山滑道__S_V024_S041.mp4,05_项目活动\高山滑道\020_莫干山_高山滑道__S_V024_S041.mp4,720,598,1.533,0.456,2026-07-03T14:46:09
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高空拓展\001_莫干山_高空拓展__S_V005_S023.mp4,05_项目活动\高空拓展\001_莫干山_高空拓展__S_V005_S023.mp4,720,694,0.8,0.536,2026-07-03T14:46:13
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高空滑索\002_莫干山_高空滑索__S_V005_S020.mp4,05_项目活动\高空滑索\002_莫干山_高空滑索__S_V005_S020.mp4,720,716,2.8,2.794,2026-07-03T14:46:24
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高空滑索\004_莫干山_高空滑索__S_V016_S022.mp4,05_项目活动\高空滑索\004_莫干山_高空滑索__S_V016_S022.mp4,1080,996,1.567,3.391,2026-07-03T14:46:33
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高空滑索\005_莫干山_高空滑索__S_V016_S027.mp4,05_项目活动\高空滑索\005_莫干山_高空滑索__S_V016_S027.mp4,1080,1048,1.067,2.416,2026-07-03T14:46:38
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高空滑索\006_莫干山_高空滑索__S_V023_S001.mp4,05_项目活动\高空滑索\006_莫干山_高空滑索__S_V023_S001.mp4,720,622,1.3,0.321,2026-07-03T14:46:41
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\002_莫干山_麻将__B_V014_S014.mp4,05_项目活动\麻将\002_莫干山_麻将__B_V014_S014.mp4,2160,1386,0.7,0.838,2026-07-03T14:46:51
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\003_莫干山_麻将__A_V014_S015.mp4,05_项目活动\麻将\003_莫干山_麻将__A_V014_S015.mp4,2160,1730,6.0,4.719,2026-07-03T14:47:07
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\005_莫干山_麻将__S_V022_S022.mp4,05_项目活动\麻将\005_莫干山_麻将__S_V022_S022.mp4,720,608,1.367,0.212,2026-07-03T14:47:13
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\006_莫干山_麻将__A_V025_S017_待人工确认.mp4,05_项目活动\麻将\006_莫干山_麻将__A_V025_S017_待人工确认.mp4,1080,940,1.0,0.367,2026-07-03T14:47:15
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\008_莫干山_麻将__A_V025_S019_待人工确认.mp4,05_项目活动\麻将\008_莫干山_麻将__A_V025_S019_待人工确认.mp4,1080,940,1.0,0.233,2026-07-03T14:47:18
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\009_莫干山_麻将__A_V025_S020.mp4,05_项目活动\麻将\009_莫干山_麻将__A_V025_S020.mp4,1080,856,0.867,0.196,2026-07-03T14:47:20
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\010_莫干山_麻将__B_V025_S035.mp4,05_项目活动\麻将\010_莫干山_麻将__B_V025_S035.mp4,1080,854,0.8,0.178,2026-07-03T14:47:22
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\011_莫干山_麻将__B_V025_S036.mp4,05_项目活动\麻将\011_莫干山_麻将__B_V025_S036.mp4,1080,854,0.5,0.104,2026-07-03T14:47:24
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\加油欢呼互动\001_莫干山_加油欢呼互动__S_V018_S009.mp4,06_团队互动\加油欢呼互动\001_莫干山_加油欢呼互动__S_V018_S009.mp4,720,600,2.3,0.493,2026-07-03T14:47:26
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\加油欢呼互动\003_莫干山_加油欢呼互动__S_V022_S006.mp4,06_团队互动\加油欢呼互动\003_莫干山_加油欢呼互动__S_V022_S006.mp4,720,604,1.133,0.238,2026-07-03T14:47:30
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\加油欢呼互动\004_莫干山_加油欢呼互动__S_V024_S009.mp4,06_团队互动\加油欢呼互动\004_莫干山_加油欢呼互动__S_V024_S009.mp4,720,602,1.667,0.423,2026-07-03T14:47:32
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\001_莫干山_团队游戏挑战__S_V001_S007.mp4,06_团队互动\团队游戏挑战\001_莫干山_团队游戏挑战__S_V001_S007.mp4,1080,838,1.6,1.183,2026-07-03T14:47:44
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\007_莫干山_团队游戏挑战__S_V013_S012.mp4,06_团队互动\团队游戏挑战\007_莫干山_团队游戏挑战__S_V013_S012.mp4,720,706,1.4,0.996,2026-07-03T14:47:59
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\008_莫干山_团队游戏挑战__S_V013_S013.mp4,06_团队互动\团队游戏挑战\008_莫干山_团队游戏挑战__S_V013_S013.mp4,720,558,1.7,0.537,2026-07-03T14:48:01
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\009_莫干山_团队游戏挑战__A_V014_S007.mp4,06_团队互动\团队游戏挑战\009_莫干山_团队游戏挑战__A_V014_S007.mp4,2160,1710,1.3,1.261,2026-07-03T14:48:04
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\010_莫干山_团队游戏挑战__A_V014_S008.mp4,06_团队互动\团队游戏挑战\010_莫干山_团队游戏挑战__A_V014_S008.mp4,2160,1694,2.6,2.059,2026-07-03T14:48:11
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\011_莫干山_团队游戏挑战__S_V016_S039.mp4,06_团队互动\团队游戏挑战\011_莫干山_团队游戏挑战__S_V016_S039.mp4,1080,1050,2.967,1.263,2026-07-03T14:48:17
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\012_莫干山_团队游戏挑战__S_V018_S024.mp4,06_团队互动\团队游戏挑战\012_莫干山_团队游戏挑战__S_V018_S024.mp4,720,600,2.2,0.583,2026-07-03T14:48:20
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\015_莫干山_团队游戏挑战__S_V019_S010.mp4,06_团队互动\团队游戏挑战\015_莫干山_团队游戏挑战__S_V019_S010.mp4,720,600,1.9,0.408,2026-07-03T14:48:25
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\017_莫干山_团队游戏挑战__S_V021_S023.mp4,06_团队互动\团队游戏挑战\017_莫干山_团队游戏挑战__S_V021_S023.mp4,720,658,1.733,0.947,2026-07-03T14:48:29
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\018_莫干山_团队游戏挑战__S_V022_S031.mp4,06_团队互动\团队游戏挑战\018_莫干山_团队游戏挑战__S_V022_S031.mp4,720,594,2.167,0.604,2026-07-03T14:48:32
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\023_莫干山_团队游戏挑战__S_V025_S024_待人工确认.mp4,06_团队互动\团队游戏挑战\023_莫干山_团队游戏挑战__S_V025_S024_待人工确认.mp4,1080,940,2.3,1.102,2026-07-03T14:48:44
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\草坪团建游戏\001_莫干山_草坪团建游戏__S_V016_S021.mp4,06_团队互动\草坪团建游戏\001_莫干山_草坪团建游戏__S_V016_S021.mp4,1080,1004,3.2,2.636,2026-07-03T14:48:50
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\005_莫干山_夜间团队互动__S_V016_S009.mp4,07_烧烤露营夜场\夜间团队互动\005_莫干山_夜间团队互动__S_V016_S009.mp4,1080,992,2.067,1.505,2026-07-03T14:49:10
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\006_莫干山_夜间团队互动__A_V018_S013.mp4,07_烧烤露营夜场\夜间团队互动\006_莫干山_夜间团队互动__A_V018_S013.mp4,720,600,2.1,0.197,2026-07-03T14:49:13
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\007_莫干山_夜间团队互动__S_V018_S014.mp4,07_烧烤露营夜场\夜间团队互动\007_莫干山_夜间团队互动__S_V018_S014.mp4,720,600,2.2,0.535,2026-07-03T14:49:16
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\008_莫干山_夜间团队互动__S_V018_S025.mp4,07_烧烤露营夜场\夜间团队互动\008_莫干山_夜间团队互动__S_V018_S025.mp4,720,600,2.1,0.534,2026-07-03T14:49:20
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\009_莫干山_夜间团队互动__S_V022_S007.mp4,07_烧烤露营夜场\夜间团队互动\009_莫干山_夜间团队互动__S_V022_S007.mp4,720,596,1.567,0.394,2026-07-03T14:49:22
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\010_莫干山_夜间团队互动__B_V022_S018.mp4,07_烧烤露营夜场\夜间团队互动\010_莫干山_夜间团队互动__B_V022_S018.mp4,720,596,2.8,0.558,2026-07-03T14:49:25
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\011_莫干山_夜间团队互动__S_V022_S019.mp4,07_烧烤露营夜场\夜间团队互动\011_莫干山_夜间团队互动__S_V022_S019.mp4,720,596,3.033,0.739,2026-07-03T14:49:28
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\012_莫干山_夜间团队互动__S_V022_S024.mp4,07_烧烤露营夜场\夜间团队互动\012_莫干山_夜间团队互动__S_V022_S024.mp4,720,596,1.9,0.477,2026-07-03T14:49:31
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\013_莫干山_夜间团队互动__B_V024_S023.mp4,07_烧烤露营夜场\夜间团队互动\013_莫干山_夜间团队互动__B_V024_S023.mp4,720,604,1.633,0.253,2026-07-03T14:49:33
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\014_莫干山_夜间团队互动__S_V024_S039.mp4,07_烧烤露营夜场\夜间团队互动\014_莫干山_夜间团队互动__S_V024_S039.mp4,720,602,1.8,0.377,2026-07-03T14:49:36
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间团队互动\015_莫干山_夜间团队互动__B_V024_S040.mp4,07_烧烤露营夜场\夜间团队互动\015_莫干山_夜间团队互动__B_V024_S040.mp4,720,600,1.533,0.244,2026-07-03T14:49:38
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\003_莫干山_夜间娱乐__S_V005_S052.mp4,07_烧烤露营夜场\夜间娱乐\003_莫干山_夜间娱乐__S_V005_S052.mp4,720,694,1.7,0.353,2026-07-03T14:49:48
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\006_莫干山_夜间娱乐__A_V011_S013.mp4,07_烧烤露营夜场\夜间娱乐\006_莫干山_夜间娱乐__A_V011_S013.mp4,720,472,1.467,0.208,2026-07-03T14:49:55
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\007_莫干山_夜间娱乐__S_V011_S028.mp4,07_烧烤露营夜场\夜间娱乐\007_莫干山_夜间娱乐__S_V011_S028.mp4,720,596,1.0,0.158,2026-07-03T14:49:57
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\008_莫干山_夜间娱乐__A_V011_S029.mp4,07_烧烤露营夜场\夜间娱乐\008_莫干山_夜间娱乐__A_V011_S029.mp4,720,598,1.333,0.125,2026-07-03T14:49:59
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\012_莫干山_夜间娱乐__S_V019_S017.mp4,07_烧烤露营夜场\夜间娱乐\012_莫干山_夜间娱乐__S_V019_S017.mp4,720,552,1.167,0.221,2026-07-03T14:50:07
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\014_莫干山_夜间娱乐__S_V021_S030.mp4,07_烧烤露营夜场\夜间娱乐\014_莫干山_夜间娱乐__S_V021_S030.mp4,720,658,1.5,0.335,2026-07-03T14:50:11
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\017_莫干山_夜间娱乐__A_V023_S041.mp4,07_烧烤露营夜场\夜间娱乐\017_莫干山_夜间娱乐__A_V023_S041.mp4,720,694,1.2,0.152,2026-07-03T14:50:16
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\018_莫干山_夜间娱乐__A_V025_S041.mp4,07_烧烤露营夜场\夜间娱乐\018_莫干山_夜间娱乐__A_V025_S041.mp4,1080,940,0.6,0.277,2026-07-03T14:50:18
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烟花\005_莫干山_烟花__S_V024_S024.mp4,07_烧烤露营夜场\烟花\005_莫干山_烟花__S_V024_S024.mp4,720,600,1.4,0.61,2026-07-03T14:50:32
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烟花\006_莫干山_烟花__A_V025_S038.mp4,07_烧烤露营夜场\烟花\006_莫干山_烟花__A_V025_S038.mp4,1080,860,1.5,0.82,2026-07-03T14:50:34
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烟花\007_莫干山_烟花__S_V025_S045.mp4,07_烧烤露营夜场\烟花\007_莫干山_烟花__S_V025_S045.mp4,1080,854,4.133,3.21,2026-07-03T14:50:38
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烤全羊\001_莫干山_烤全羊__S_V010_S017.mp4,07_烧烤露营夜场\烤全羊\001_莫干山_烤全羊__S_V010_S017.mp4,720,500,1.2,0.401,2026-07-03T14:50:40
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烤全羊\002_莫干山_烤全羊__S_V010_S018.mp4,07_烧烤露营夜场\烤全羊\002_莫干山_烤全羊__S_V010_S018.mp4,720,460,0.5,0.128,2026-07-03T14:50:42
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烤全羊\003_莫干山_烤全羊__B_V014_S009.mp4,07_烧烤露营夜场\烤全羊\003_莫干山_烤全羊__B_V014_S009.mp4,2160,1726,1.0,1.516,2026-07-03T14:50:45
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烤全羊\005_莫干山_烤全羊__S_V019_S013.mp4,07_烧烤露营夜场\烤全羊\005_莫干山_烤全羊__S_V019_S013.mp4,720,630,1.733,0.45,2026-07-03T14:50:50
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烤全羊\006_莫干山_烤全羊__S_V024_S012.mp4,07_烧烤露营夜场\烤全羊\006_莫干山_烤全羊__S_V024_S012.mp4,720,600,1.533,0.416,2026-07-03T14:50:51
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\002_莫干山_烧烤__S_V001_S020.mp4,07_烧烤露营夜场\烧烤\002_莫干山_烧烤__S_V001_S020.mp4,1080,884,1.2,1.063,2026-07-03T14:50:56
