library,path,relative_path,width,height,duration,size_mb,mtime
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\竹林徒步\003_安吉_竹林徒步__S_V003_S006.mp4,05_项目活动\竹林徒步\003_安吉_竹林徒步__S_V003_S006.mp4,720,336,1.1,0.068,2026-07-03T14:08:34
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采摘体验\001_安吉_采摘体验__S_V004_S016.mp4,05_项目活动\采摘体验\001_安吉_采摘体验__S_V004_S016.mp4,1080,682,1.167,0.293,2026-07-03T14:08:36
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采摘体验\002_安吉_采摘体验__S_V004_S017.mp4,05_项目活动\采摘体验\002_安吉_采摘体验__S_V004_S017.mp4,1080,682,3.3,0.769,2026-07-03T14:08:39
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采茶体验\001_安吉_采茶体验__S_V003_S023.mp4,05_项目活动\采茶体验\001_安吉_采茶体验__S_V003_S023.mp4,720,346,1.8,0.073,2026-07-03T14:08:41
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\001_安吉_高山游乐__S_V001_S008.mp4,05_项目活动\高山游乐\001_安吉_高山游乐__S_V001_S008.mp4,720,410,2.333,0.249,2026-07-03T14:08:44
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\002_安吉_高山游乐__S_V001_S009.mp4,05_项目活动\高山游乐\002_安吉_高山游乐__S_V001_S009.mp4,720,364,0.767,0.071,2026-07-03T14:08:45
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\003_安吉_高山游乐__S_V002_S021.mp4,05_项目活动\高山游乐\003_安吉_高山游乐__S_V002_S021.mp4,720,384,2.767,0.36,2026-07-03T14:08:48
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\004_安吉_高山游乐__S_V003_S014.mp4,05_项目活动\高山游乐\004_安吉_高山游乐__S_V003_S014.mp4,720,380,1.2,0.075,2026-07-03T14:08:49
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\005_安吉_高山游乐__S_V003_S015.mp4,05_项目活动\高山游乐\005_安吉_高山游乐__S_V003_S015.mp4,720,388,1.067,0.175,2026-07-03T14:08:51
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\006_安吉_高山游乐__S_V003_S016.mp4,05_项目活动\高山游乐\006_安吉_高山游乐__S_V003_S016.mp4,720,366,0.633,0.181,2026-07-03T14:08:52
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\007_安吉_高山游乐__S_V003_S017.mp4,05_项目活动\高山游乐\007_安吉_高山游乐__S_V003_S017.mp4,720,386,2.1,0.32,2026-07-03T14:08:55
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\008_安吉_高山游乐__S_V003_S018.mp4,05_项目活动\高山游乐\008_安吉_高山游乐__S_V003_S018.mp4,720,484,0.533,0.085,2026-07-03T14:08:56
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\009_安吉_高山游乐__S_V003_S019.mp4,05_项目活动\高山游乐\009_安吉_高山游乐__S_V003_S019.mp4,720,480,1.033,0.072,2026-07-03T14:08:58
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\010_安吉_高山游乐__S_V003_S020.mp4,05_项目活动\高山游乐\010_安吉_高山游乐__S_V003_S020.mp4,720,496,0.667,0.079,2026-07-03T14:08:59
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\011_安吉_高山游乐__S_V003_S021.mp4,05_项目活动\高山游乐\011_安吉_高山游乐__S_V003_S021.mp4,720,460,1.533,0.244,2026-07-03T14:09:01
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\012_安吉_高山游乐__S_V004_S002.mp4,05_项目活动\高山游乐\012_安吉_高山游乐__S_V004_S002.mp4,1080,746,2.7,0.444,2026-07-03T14:09:07
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\013_安吉_高山游乐__S_V004_S003.mp4,05_项目活动\高山游乐\013_安吉_高山游乐__S_V004_S003.mp4,1080,700,3.1,0.751,2026-07-03T14:09:13
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\014_安吉_高山游乐__S_V004_S004.mp4,05_项目活动\高山游乐\014_安吉_高山游乐__S_V004_S004.mp4,1080,748,1.4,0.756,2026-07-03T14:09:15
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\015_安吉_高山游乐__S_V009_S012.mp4,05_项目活动\高山游乐\015_安吉_高山游乐__S_V009_S012.mp4,720,540,1.4,0.56,2026-07-03T14:09:17
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\016_安吉_高山游乐__S_V009_S013.mp4,05_项目活动\高山游乐\016_安吉_高山游乐__S_V009_S013.mp4,720,564,2.9,1.514,2026-07-03T14:09:20
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\018_安吉_高山游乐__S_V009_S015.mp4,05_项目活动\高山游乐\018_安吉_高山游乐__S_V009_S015.mp4,720,592,3.1,0.61,2026-07-03T14:09:25
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\019_安吉_高山游乐__S_V010_S019.mp4,05_项目活动\高山游乐\019_安吉_高山游乐__S_V010_S019.mp4,720,558,1.6,0.347,2026-07-03T14:09:28
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\020_安吉_高山游乐__S_V010_S020.mp4,05_项目活动\高山游乐\020_安吉_高山游乐__S_V010_S020.mp4,720,454,4.533,1.408,2026-07-03T14:09:32
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\021_安吉_高山游乐__S_V010_S030.mp4,05_项目活动\高山游乐\021_安吉_高山游乐__S_V010_S030.mp4,720,392,3.233,0.926,2026-07-03T14:09:35
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\022_安吉_高山游乐__S_V010_S031.mp4,05_项目活动\高山游乐\022_安吉_高山游乐__S_V010_S031.mp4,720,504,1.767,0.324,2026-07-03T14:09:37
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\023_安吉_高山游乐__S_V010_S034.mp4,05_项目活动\高山游乐\023_安吉_高山游乐__S_V010_S034.mp4,720,420,2.4,0.311,2026-07-03T14:09:40
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队会议\001_安吉_团队会议__S_V009_S017.mp4,06_团队互动\团队会议\001_安吉_团队会议__S_V009_S017.mp4,720,546,1.8,0.706,2026-07-03T14:09:42
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队合照\001_安吉_团队合照__S_V010_S037.mp4,06_团队互动\团队合照\001_安吉_团队合照__S_V010_S037.mp4,720,500,3.733,0.641,2026-07-03T14:09:45
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\001_安吉_团队游戏挑战__S_V006_S001.mp4,06_团队互动\团队游戏挑战\001_安吉_团队游戏挑战__S_V006_S001.mp4,720,486,1.3,0.269,2026-07-03T14:09:47
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\002_安吉_团队游戏挑战__S_V006_S003.mp4,06_团队互动\团队游戏挑战\002_安吉_团队游戏挑战__S_V006_S003.mp4,720,492,0.767,0.154,2026-07-03T14:09:49
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\003_安吉_团队游戏挑战__S_V006_S005.mp4,06_团队互动\团队游戏挑战\003_安吉_团队游戏挑战__S_V006_S005.mp4,720,484,0.867,0.087,2026-07-03T14:09:50
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\004_安吉_团队游戏挑战__S_V006_S009.mp4,06_团队互动\团队游戏挑战\004_安吉_团队游戏挑战__S_V006_S009.mp4,720,486,1.7,0.262,2026-07-03T14:09:52
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\005_安吉_团队游戏挑战__S_V006_S010.mp4,06_团队互动\团队游戏挑战\005_安吉_团队游戏挑战__S_V006_S010.mp4,720,338,1.533,0.298,2026-07-03T14:09:54
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\006_安吉_团队游戏挑战__S_V006_S012.mp4,06_团队互动\团队游戏挑战\006_安吉_团队游戏挑战__S_V006_S012.mp4,720,352,0.9,0.16,2026-07-03T14:09:56
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\008_安吉_团队游戏挑战__S_V006_S014.mp4,06_团队互动\团队游戏挑战\008_安吉_团队游戏挑战__S_V006_S014.mp4,720,460,1.1,0.203,2026-07-03T14:09:59
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\009_安吉_团队游戏挑战__S_V006_S015.mp4,06_团队互动\团队游戏挑战\009_安吉_团队游戏挑战__S_V006_S015.mp4,720,486,1.4,0.271,2026-07-03T14:10:01
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\011_安吉_团队游戏挑战__S_V008_S019.mp4,06_团队互动\团队游戏挑战\011_安吉_团队游戏挑战__S_V008_S019.mp4,720,546,1.433,0.688,2026-07-03T14:10:04
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\012_安吉_团队游戏挑战__S_V010_S036.mp4,06_团队互动\团队游戏挑战\012_安吉_团队游戏挑战__S_V010_S036.mp4,720,586,3.067,0.601,2026-07-03T14:10:07
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\001_安吉_夜间团队互动__S_V008_S027.mp4,06_团队互动\夜间团队互动\001_安吉_夜间团队互动__S_V008_S027.mp4,720,556,1.667,0.588,2026-07-03T14:10:09
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\002_安吉_夜间团队互动__S_V008_S028.mp4,06_团队互动\夜间团队互动\002_安吉_夜间团队互动__S_V008_S028.mp4,720,556,2.2,0.459,2026-07-03T14:10:11
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\004_安吉_夜间团队互动__S_V008_S042.mp4,06_团队互动\夜间团队互动\004_安吉_夜间团队互动__S_V008_S042.mp4,720,558,0.5,0.066,2026-07-03T14:10:15
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\001_安吉_夜间娱乐__S_V003_S013.mp4,07_烧烤露营夜场\夜间娱乐\001_安吉_夜间娱乐__S_V003_S013.mp4,720,484,2.4,0.256,2026-07-03T14:10:19
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\002_安吉_夜间娱乐__A_V004_S025.mp4,07_烧烤露营夜场\夜间娱乐\002_安吉_夜间娱乐__A_V004_S025.mp4,1080,794,2.8,0.55,2026-07-03T14:10:22
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\003_安吉_夜间娱乐__S_V004_S026.mp4,07_烧烤露营夜场\夜间娱乐\003_安吉_夜间娱乐__S_V004_S026.mp4,1080,748,10.3,3.192,2026-07-03T14:10:28
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\004_安吉_夜间娱乐__S_V008_S025.mp4,07_烧烤露营夜场\夜间娱乐\004_安吉_夜间娱乐__S_V008_S025.mp4,720,576,2.433,1.205,2026-07-03T14:10:32
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\005_安吉_夜间娱乐__S_V008_S044.mp4,07_烧烤露营夜场\夜间娱乐\005_安吉_夜间娱乐__S_V008_S044.mp4,720,540,1.233,0.345,2026-07-03T14:10:34
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\006_安吉_夜间娱乐__S_V010_S025.mp4,07_烧烤露营夜场\夜间娱乐\006_安吉_夜间娱乐__S_V010_S025.mp4,720,570,6.067,1.033,2026-07-03T14:10:38
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\007_安吉_夜间娱乐__S_V011_S029.mp4,07_烧烤露营夜场\夜间娱乐\007_安吉_夜间娱乐__S_V011_S029.mp4,720,660,5.033,0.516,2026-07-03T14:10:41
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\001_安吉_烟花__A_V006_S025.mp4,07_烧烤露营夜场\烟花\001_安吉_烟花__A_V006_S025.mp4,720,486,1.5,0.18,2026-07-03T14:10:43
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\002_安吉_烟花__S_V006_S026.mp4,07_烧烤露营夜场\烟花\002_安吉_烟花__S_V006_S026.mp4,720,488,1.1,0.146,2026-07-03T14:10:44
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\003_安吉_烟花__A_V006_S027.mp4,07_烧烤露营夜场\烟花\003_安吉_烟花__A_V006_S027.mp4,720,488,2.4,0.278,2026-07-03T14:10:47
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\001_安吉_烧烤__S_V003_S009.mp4,07_烧烤露营夜场\烧烤\001_安吉_烧烤__S_V003_S009.mp4,720,388,1.167,0.226,2026-07-03T14:10:50
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\002_安吉_烧烤__S_V006_S023.mp4,07_烧烤露营夜场\烧烤\002_安吉_烧烤__S_V006_S023.mp4,720,488,1.1,0.155,2026-07-03T14:10:52
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\004_安吉_烧烤__S_V009_S008.mp4,07_烧烤露营夜场\烧烤\004_安吉_烧烤__S_V009_S008.mp4,720,588,1.167,0.205,2026-07-03T14:10:55
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\005_安吉_烧烤__S_V010_S021.mp4,07_烧烤露营夜场\烧烤\005_安吉_烧烤__S_V010_S021.mp4,720,510,1.767,0.514,2026-07-03T14:10:57
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\006_安吉_烧烤__S_V010_S022.mp4,07_烧烤露营夜场\烧烤\006_安吉_烧烤__S_V010_S022.mp4,720,560,0.7,0.29,2026-07-03T14:10:59
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\007_安吉_烧烤__S_V010_S023.mp4,07_烧烤露营夜场\烧烤\007_安吉_烧烤__S_V010_S023.mp4,720,598,0.9,0.365,2026-07-03T14:11:00
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\008_安吉_烧烤__S_V010_S024.mp4,07_烧烤露营夜场\烧烤\008_安吉_烧烤__S_V010_S024.mp4,720,448,5.133,2.58,2026-07-03T14:11:05
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\001_安吉_篝火__B_V003_S010.mp4,07_烧烤露营夜场\篝火\001_安吉_篝火__B_V003_S010.mp4,720,388,2.533,0.246,2026-07-03T14:11:07
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\002_安吉_篝火__B_V003_S011.mp4,07_烧烤露营夜场\篝火\002_安吉_篝火__B_V003_S011.mp4,720,388,1.267,0.06,2026-07-03T14:11:09
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\003_安吉_篝火__S_V004_S024.mp4,07_烧烤露营夜场\篝火\003_安吉_篝火__S_V004_S024.mp4,1080,748,5.067,1.679,2026-07-03T14:11:13
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\004_安吉_篝火__B_V006_S021.mp4,07_烧烤露营夜场\篝火\004_安吉_篝火__B_V006_S021.mp4,720,488,1.167,0.091,2026-07-03T14:11:15
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\005_安吉_篝火__B_V006_S022.mp4,07_烧烤露营夜场\篝火\005_安吉_篝火__B_V006_S022.mp4,720,488,0.9,0.12,2026-07-03T14:11:16
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\006_安吉_篝火__S_V009_S005.mp4,07_烧烤露营夜场\篝火\006_安吉_篝火__S_V009_S005.mp4,720,544,0.533,0.192,2026-07-03T14:11:18
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\007_安吉_篝火__S_V009_S009.mp4,07_烧烤露营夜场\篝火\007_安吉_篝火__S_V009_S009.mp4,720,636,0.767,0.167,2026-07-03T14:11:20
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\008_安吉_篝火__S_V010_S026.mp4,07_烧烤露营夜场\篝火\008_安吉_篝火__S_V010_S026.mp4,720,562,5.633,0.632,2026-07-03T14:11:24
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\001_安吉_露营__S_V003_S008.mp4,07_烧烤露营夜场\露营\001_安吉_露营__S_V003_S008.mp4,720,390,2.033,0.116,2026-07-03T14:11:26
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\002_安吉_露营__S_V006_S002.mp4,07_烧烤露营夜场\露营\002_安吉_露营__S_V006_S002.mp4,720,454,1.0,0.121,2026-07-03T14:11:27
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\003_安吉_露营__S_V006_S011_待人工确认.mp4,07_烧烤露营夜场\露营\003_安吉_露营__S_V006_S011_待人工确认.mp4,720,442,1.067,0.209,2026-07-03T14:11:29
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\004_安吉_露营__S_V006_S033.mp4,07_烧烤露营夜场\露营\004_安吉_露营__S_V006_S033.mp4,720,488,2.8,0.103,2026-07-03T14:11:32
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\005_安吉_露营__S_V006_S034.mp4,07_烧烤露营夜场\露营\005_安吉_露营__S_V006_S034.mp4,720,486,2.067,0.213,2026-07-03T14:11:34
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\006_安吉_露营__S_V008_S008.mp4,07_烧烤露营夜场\露营\006_安吉_露营__S_V008_S008.mp4,720,552,1.6,0.387,2026-07-03T14:11:36
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\007_安吉_露营__S_V009_S019.mp4,07_烧烤露营夜场\露营\007_安吉_露营__S_V009_S019.mp4,720,686,1.5,0.309,2026-07-03T14:11:38
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\008_安吉_露营__S_V009_S020.mp4,07_烧烤露营夜场\露营\008_安吉_露营__S_V009_S020.mp4,720,544,0.767,0.307,2026-07-03T14:11:40
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\001_安吉_露营吃东西__S_V001_S023.mp4,07_烧烤露营夜场\露营吃东西\001_安吉_露营吃东西__S_V001_S023.mp4,720,456,0.6,0.057,2026-07-03T14:11:41
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\002_安吉_露营吃东西__S_V008_S024.mp4,07_烧烤露营夜场\露营吃东西\002_安吉_露营吃东西__S_V008_S024.mp4,720,556,1.767,0.326,2026-07-03T14:11:43
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\003_安吉_露营吃东西__S_V009_S011.mp4,07_烧烤露营夜场\露营吃东西\003_安吉_露营吃东西__S_V009_S011.mp4,720,696,1.9,0.539,2026-07-03T14:11:45
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\08_人物反应\开心反应\001_安吉_开心反应__S_V006_S006.mp4,08_人物反应\开心反应\001_安吉_开心反应__S_V006_S006.mp4,720,456,0.867,0.038,2026-07-03T14:11:46
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\08_人物反应\开心反应\002_安吉_开心反应__S_V009_S010.mp4,08_人物反应\开心反应\002_安吉_开心反应__S_V009_S010.mp4,720,676,1.6,0.36,2026-07-03T14:11:48
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\09_细节特写\菜品特写\001_安吉_菜品特写__S_V004_S020.mp4,09_细节特写\菜品特写\001_安吉_菜品特写__S_V004_S020.mp4,1080,748,5.7,1.19,2026-07-03T14:11:55
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\09_细节特写\饮品特写\001_安吉_饮品特写__A_V001_S024.mp4,09_细节特写\饮品特写\001_安吉_饮品特写__A_V001_S024.mp4,720,412,0.8,0.047,2026-07-03T14:11:56
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\10_收尾返程\早餐返程收尾\001_安吉_早餐返程收尾__S_V008_S031.mp4,10_收尾返程\早餐返程收尾\001_安吉_早餐返程收尾__S_V008_S031.mp4,720,474,1.233,0.248,2026-07-03T14:11:58
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\001_安吉_口播讲解__S_V011_S001.mp4,90_待人工分类\口播讲解\001_安吉_口播讲解__S_V011_S001.mp4,720,664,22.233,1.846,2026-07-03T14:12:03
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\003_安吉_口播讲解__S_V011_S009.mp4,90_待人工分类\口播讲解\003_安吉_口播讲解__S_V011_S009.mp4,720,662,41.267,2.546,2026-07-03T14:12:13
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\006_安吉_口播讲解__S_V011_S014.mp4,90_待人工分类\口播讲解\006_安吉_口播讲解__S_V011_S014.mp4,720,680,4.667,0.415,2026-07-03T14:12:22
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\007_安吉_口播讲解__S_V011_S015.mp4,90_待人工分类\口播讲解\007_安吉_口播讲解__S_V011_S015.mp4,720,668,23.9,1.723,2026-07-03T14:12:27
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\009_安吉_口播讲解__S_V011_S018.mp4,90_待人工分类\口播讲解\009_安吉_口播讲解__S_V011_S018.mp4,720,662,6.7,0.425,2026-07-03T14:12:37
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\011_安吉_口播讲解__S_V011_S023.mp4,90_待人工分类\口播讲解\011_安吉_口播讲解__S_V011_S023.mp4,720,662,11.167,0.727,2026-07-03T14:12:41
