"path","source_video","method","status","time"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\01_环境空镜\千岛湖风景俯拍\003_千岛湖_千岛湖风景俯拍__S_V005_S003.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\01_环境空镜\千岛湖风景俯拍\003_千岛湖_千岛湖风景俯拍__S_V005_S003.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:54"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\01_环境空镜\千岛湖风景俯拍\004_千岛湖_千岛湖风景俯拍__S_V005_S004.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\01_环境空镜\千岛湖风景俯拍\004_千岛湖_千岛湖风景俯拍__S_V005_S004.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:54"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\01_环境空镜\千岛湖风景俯拍\005_千岛湖_千岛湖风景俯拍__A_V011_S002.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\01_环境空镜\千岛湖风景俯拍\005_千岛湖_千岛湖风景俯拍__A_V011_S002.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\002_千岛湖_大巴集合出发__S_V003_S007.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\002_千岛湖_大巴集合出发__S_V003_S007.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\003_千岛湖_大巴集合出发__S_V005_S007.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\003_千岛湖_大巴集合出发__S_V005_S007.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\004_千岛湖_大巴集合出发__A_V011_S004.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\004_千岛湖_大巴集合出发__A_V011_S004.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\005_千岛湖_大巴集合出发__S_V011_S005.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\02_出发抵达\大巴集合出发\005_千岛湖_大巴集合出发__S_V011_S005.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\03_住宿空间\别墅KTV棋牌室\001_千岛湖_别墅KTV棋牌室__S_V003_S018.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\03_住宿空间\别墅KTV棋牌室\001_千岛湖_别墅KTV棋牌室__S_V003_S018.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\千岛湖鱼宴\002_千岛湖_千岛湖鱼宴__S_V005_S008.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\千岛湖鱼宴\002_千岛湖_千岛湖鱼宴__S_V005_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\千岛湖鱼宴\003_千岛湖_千岛湖鱼宴__S_V005_S009.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\千岛湖鱼宴\003_千岛湖_千岛湖鱼宴__S_V005_S009.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\菜品餐桌\001_千岛湖_菜品餐桌__S_V003_S002.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\菜品餐桌\001_千岛湖_菜品餐桌__S_V003_S002.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\菜品餐桌\002_千岛湖_菜品餐桌__S_V003_S008.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\04_餐饮美食\菜品餐桌\002_千岛湖_菜品餐桌__S_V003_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\摩托艇\001_千岛湖_摩托艇__S_V005_S015.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\摩托艇\001_千岛湖_摩托艇__S_V005_S015.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\摩托艇\002_千岛湖_摩托艇__S_V005_S016.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\摩托艇\002_千岛湖_摩托艇__S_V005_S016.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\水上乐园\003_千岛湖_水上乐园__S_V003_S011.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\水上乐园\003_千岛湖_水上乐园__S_V003_S011.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\水上乐园\004_千岛湖_水上乐园__S_V005_S012.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\水上乐园\004_千岛湖_水上乐园__S_V005_S012.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\水上乐园\005_千岛湖_水上乐园__S_V005_S013.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\水上乐园\005_千岛湖_水上乐园__S_V005_S013.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\001_千岛湖_游艇游湖__S_V003_S003.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\001_千岛湖_游艇游湖__S_V003_S003.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\003_千岛湖_游艇游湖__A_V005_S017.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\003_千岛湖_游艇游湖__A_V005_S017.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:55"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\004_千岛湖_游艇游湖__A_V005_S018.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\004_千岛湖_游艇游湖__A_V005_S018.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\005_千岛湖_游艇游湖__B_V005_S019.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\005_千岛湖_游艇游湖__B_V005_S019.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\006_千岛湖_游艇游湖__A_V005_S020.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\006_千岛湖_游艇游湖__A_V005_S020.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\007_千岛湖_游艇游湖__B_V005_S021.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\游艇游湖\007_千岛湖_游艇游湖__B_V005_S021.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\湖边骑行\002_千岛湖_湖边骑行__S_V005_S028.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\湖边骑行\002_千岛湖_湖边骑行__S_V005_S028.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\湖边骑行\003_千岛湖_湖边骑行__S_V005_S029.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\湖边骑行\003_千岛湖_湖边骑行__S_V005_S029.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\06_团队互动\团队合照\001_千岛湖_团队合照__S_V005_S030.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\06_团队互动\团队合照\001_千岛湖_团队合照__S_V005_S030.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\06_团队互动\团队合照\002_千岛湖_团队合照__S_V005_S031.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\06_团队互动\团队合照\002_千岛湖_团队合照__S_V005_S031.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\003_千岛湖_烧烤__S_V003_S024.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\003_千岛湖_烧烤__S_V003_S024.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\006_千岛湖_烧烤__S_V005_S024.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\006_千岛湖_烧烤__S_V005_S024.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\007_千岛湖_烧烤__S_V005_S025.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\007_千岛湖_烧烤__S_V005_S025.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\篝火\001_千岛湖_篝火__B_V005_S026.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\篝火\001_千岛湖_篝火__B_V005_S026.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\露营\001_千岛湖_露营__B_V005_S023.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\露营\001_千岛湖_露营__B_V005_S023.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\露营吃东西\002_千岛湖_露营吃东西__A_V011_S001.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\露营吃东西\002_千岛湖_露营吃东西__A_V011_S001.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\千岛湖智能镜头分类\10_收尾返程\返程大巴\001_千岛湖_返程大巴__S_V005_S033.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\10_收尾返程\返程大巴\001_千岛湖_返程大巴__S_V005_S033.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉景区入口\001_安吉_安吉景区入口__S_V001_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉景区入口\001_安吉_安吉景区入口__S_V001_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉景区入口\002_安吉_安吉景区入口__S_V003_S005.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉景区入口\002_安吉_安吉景区入口__S_V003_S005.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\001_安吉_安吉风景__S_V001_S007.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\001_安吉_安吉风景__S_V001_S007.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:56"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\002_安吉_安吉风景__S_V001_S033.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\002_安吉_安吉风景__S_V001_S033.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\003_安吉_安吉风景__S_V001_S034.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\003_安吉_安吉风景__S_V001_S034.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\004_安吉_安吉风景__S_V001_S035.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\004_安吉_安吉风景__S_V001_S035.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\005_安吉_安吉风景__S_V003_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\005_安吉_安吉风景__S_V003_S001.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\006_安吉_安吉风景__S_V003_S027.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\006_安吉_安吉风景__S_V003_S027.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\007_安吉_安吉风景__S_V003_S028.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\007_安吉_安吉风景__S_V003_S028.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\008_安吉_安吉风景__S_V004_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\008_安吉_安吉风景__S_V004_S001.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\009_安吉_安吉风景__A_V006_S004.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\009_安吉_安吉风景__A_V006_S004.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\010_安吉_安吉风景__S_V006_S007.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\010_安吉_安吉风景__S_V006_S007.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\011_安吉_安吉风景__S_V006_S008.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\011_安吉_安吉风景__S_V006_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\012_安吉_安吉风景__A_V009_S018.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\012_安吉_安吉风景__A_V009_S018.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\015_安吉_安吉风景__S_V010_S035.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景\015_安吉_安吉风景__S_V010_S035.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\001_安吉_安吉风景俯拍__S_V001_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\001_安吉_安吉风景俯拍__S_V001_S001.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:57"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\002_安吉_安吉风景俯拍__A_V001_S002.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\002_安吉_安吉风景俯拍__A_V001_S002.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\003_安吉_安吉风景俯拍__S_V001_S003.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\003_安吉_安吉风景俯拍__S_V001_S003.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\004_安吉_安吉风景俯拍__S_V001_S004.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\004_安吉_安吉风景俯拍__S_V001_S004.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\005_安吉_安吉风景俯拍__S_V001_S005.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\005_安吉_安吉风景俯拍__S_V001_S005.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\006_安吉_安吉风景俯拍__S_V001_S006.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\006_安吉_安吉风景俯拍__S_V001_S006.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\007_安吉_安吉风景俯拍__S_V002_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\007_安吉_安吉风景俯拍__S_V002_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\008_安吉_安吉风景俯拍__S_V002_S011_待人工确认.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\008_安吉_安吉风景俯拍__S_V002_S011_待人工确认.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\009_安吉_安吉风景俯拍__S_V003_S002.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\009_安吉_安吉风景俯拍__S_V003_S002.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\010_安吉_安吉风景俯拍__S_V003_S003.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\010_安吉_安吉风景俯拍__S_V003_S003.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\011_安吉_安吉风景俯拍__S_V010_S032.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\安吉风景俯拍\011_安吉_安吉风景俯拍__S_V010_S032.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\峡谷瀑布空镜\001_安吉_峡谷瀑布空镜__S_V008_S016.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\峡谷瀑布空镜\001_安吉_峡谷瀑布空镜__S_V008_S016.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\峡谷瀑布空镜\002_安吉_峡谷瀑布空镜__S_V008_S017.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\峡谷瀑布空镜\002_安吉_峡谷瀑布空镜__S_V008_S017.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\竹林风景\001_安吉_竹林风景__A_V003_S007.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\01_环境空镜\竹林风景\001_安吉_竹林风景__A_V003_S007.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\002_安吉_大巴集合出发__S_V008_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\002_安吉_大巴集合出发__S_V008_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\004_安吉_大巴集合出发__S_V010_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\004_安吉_大巴集合出发__S_V010_S001.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\山路抵达\001_安吉_山路抵达__S_V011_S002.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\山路抵达\001_安吉_山路抵达__S_V011_S002.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿外观\001_安吉_民宿外观__S_V011_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿外观\001_安吉_民宿外观__S_V011_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\005_安吉_民宿庭院__S_V004_S009.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\005_安吉_民宿庭院__S_V004_S009.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\006_安吉_民宿庭院__S_V004_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\006_安吉_民宿庭院__S_V004_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\007_安吉_民宿庭院__S_V004_S011.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\007_安吉_民宿庭院__S_V004_S011.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:58"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\008_安吉_民宿庭院__S_V004_S012.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\民宿庭院\008_安吉_民宿庭院__S_V004_S012.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\温泉别墅\001_安吉_温泉别墅__A_V003_S012.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\温泉别墅\001_安吉_温泉别墅__A_V003_S012.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\酒店民宿房间\001_安吉_酒店民宿房间__S_V008_S029.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\酒店民宿房间\001_安吉_酒店民宿房间__S_V008_S029.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\酒店民宿房间\002_安吉_酒店民宿房间__S_V008_S030.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\酒店民宿房间\002_安吉_酒店民宿房间__S_V008_S030.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\酒店民宿房间\003_安吉_酒店民宿房间__S_V010_S029.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\03_住宿空间\酒店民宿房间\003_安吉_酒店民宿房间__S_V010_S029.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\下午茶点\001_安吉_下午茶点__A_V004_S013.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\下午茶点\001_安吉_下午茶点__A_V004_S013.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\水果饮品\001_安吉_水果饮品__S_V010_S004.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\水果饮品\001_安吉_水果饮品__S_V010_S004.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\水果饮品\002_安吉_水果饮品__S_V010_S005.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\水果饮品\002_安吉_水果饮品__S_V010_S005.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\碰杯互动\001_安吉_碰杯互动__S_V008_S039.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\碰杯互动\001_安吉_碰杯互动__S_V008_S039.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\碰杯互动\002_安吉_碰杯互动__S_V010_S008.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\碰杯互动\002_安吉_碰杯互动__S_V010_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\001_安吉_菜品餐桌__S_V003_S004.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\001_安吉_菜品餐桌__S_V003_S004.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\002_安吉_菜品餐桌__S_V003_S022.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\002_安吉_菜品餐桌__S_V003_S022.mp4","recycle","deleted_to_recycle","2026-07-03T21:40:59"
