"name","output","confidence","rect","reason"
"190_千岛湖_皮划艇_裁剪分割__CV020_S026.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\190_千岛湖_皮划艇_裁剪分割__CV020_S026__裁切废料.mp4","0.58","@{x=0; y=14.704; w=100; h=59.267}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.7% h=59.3%（含黑边检测）"
"191_千岛湖_皮划艇_裁剪分割__CV020_S027.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\191_千岛湖_皮划艇_裁剪分割__CV020_S027__裁切废料.mp4","0.86","@{x=0; y=17.883; w=100; h=56.088}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=56.1%（含黑边检测）"
"192_千岛湖_皮划艇_裁剪分割__CV020_S028.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\192_千岛湖_皮划艇_裁剪分割__CV020_S028__裁切废料.mp4","0.7","@{x=0; y=1.93; w=100; h=72.041}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=1.9% h=72.0%（含黑边检测）"
"193_千岛湖_皮划艇_裁剪分割__CV020_S029.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\193_千岛湖_皮划艇_裁剪分割__CV020_S029__裁切废料.mp4","0.95","@{x=0; y=17.883; w=100; h=56.27}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=56.3%（含黑边检测）"
"194_千岛湖_皮划艇_裁剪分割__CV020_S030.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\194_千岛湖_皮划艇_裁剪分割__CV020_S030__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=73.971}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.0%（含黑边检测）"
"195_千岛湖_皮划艇_裁剪分割__CV020_S031.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\195_千岛湖_皮划艇_裁剪分割__CV020_S031__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=73.971}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.0%（含黑边检测）"
"196_千岛湖_皮划艇_裁剪分割__CV020_S032.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\196_千岛湖_皮划艇_裁剪分割__CV020_S032__裁切废料.mp4","0.7","@{x=0; y=16.058; w=100; h=58.095}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.1% h=58.1%（含黑边检测）"
"197_千岛湖_皮划艇_裁剪分割__CV020_S033.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\197_千岛湖_皮划艇_裁剪分割__CV020_S033__裁切废料.mp4","0.86","@{x=0; y=11.314; w=100; h=62.839}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.3% h=62.8%（含黑边检测）"
"198_千岛湖_皮划艇_裁剪分割__CV020_S034.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\198_千岛湖_皮划艇_裁剪分割__CV020_S034__裁切废料.mp4","0.7","@{x=0; y=4.745; w=100; h=69.226}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.7% h=69.2%（含黑边检测）"
"199_千岛湖_皮划艇_裁剪分割__CV020_S035.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\199_千岛湖_皮划艇_裁剪分割__CV020_S035__裁切废料.mp4","0.7","@{x=0; y=11.419; w=100; h=62.552}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.4% h=62.6%（含黑边检测）"
"200_千岛湖_皮划艇_裁剪分割__CV020_S036.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\200_千岛湖_皮划艇_裁剪分割__CV020_S036__裁切废料.mp4","0.86","@{x=0; y=17.883; w=100; h=57.73}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=57.7%（含黑边检测）"
"201_千岛湖_皮划艇_裁剪分割__CV020_S037.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\201_千岛湖_皮划艇_裁剪分割__CV020_S037__裁切废料.mp4","0.86","@{x=0; y=4.015; w=100; h=70.321}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.0% h=70.3%（含黑边检测）"
"202_千岛湖_皮划艇_裁剪分割__CV020_S038.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\202_千岛湖_皮划艇_裁剪分割__CV020_S038__裁切废料.mp4","0.86","@{x=0; y=17.883; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）"
"203_千岛湖_皮划艇_裁剪分割__CV020_S039.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\203_千岛湖_皮划艇_裁剪分割__CV020_S039__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=61.927}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=61.9%（含黑边检测）"
"204_千岛湖_皮划艇_裁剪分割__CV020_S040.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\204_千岛湖_皮划艇_裁剪分割__CV020_S040__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=74.153}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.2%（含黑边检测）"
"205_千岛湖_皮划艇_裁剪分割__CV020_S041.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\205_千岛湖_皮划艇_裁剪分割__CV020_S041__裁切废料.mp4","0.86","@{x=0; y=10.766; w=100; h=63.387}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.8% h=63.4%（含黑边检测）"
"206_千岛湖_皮划艇_裁剪分割__CV020_S042.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\206_千岛湖_皮划艇_裁剪分割__CV020_S042__裁切废料.mp4","0.95","@{x=0; y=12.409; w=100; h=61.744}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.4% h=61.7%（含黑边检测）"
"207_千岛湖_皮划艇_裁剪分割__CV020_S043.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\207_千岛湖_皮划艇_裁剪分割__CV020_S043__裁切废料.mp4","0.95","@{x=0; y=6.569; w=100; h=55.358}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.6% h=55.4%（含黑边检测）"
"208_千岛湖_皮划艇_裁剪分割__CV020_S044.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\208_千岛湖_皮划艇_裁剪分割__CV020_S044__裁切废料.mp4","0.9","@{x=0; y=11.784; w=100; h=62.369}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.8% h=62.4%（含黑边检测）"
"209_千岛湖_皮划艇_裁剪分割__CV020_S045.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\05_项目活动\皮划艇\裁切废料\209_千岛湖_皮划艇_裁剪分割__CV020_S045__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=67.766}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=67.8%（含黑边检测）"
"001_千岛湖_烧烤__S_V003_S022.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\001_千岛湖_烧烤__S_V003_S022__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=61.853}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=61.9%（含黑边检测）"
"002_千岛湖_烧烤__S_V003_S023.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\002_千岛湖_烧烤__S_V003_S023__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.454}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.5%（含黑边检测）"
"004_千岛湖_烧烤__S_V003_S025.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\004_千岛湖_烧烤__S_V003_S025__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=61.966}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"009_千岛湖_待人工分类_裁剪分割__CV003_S003.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\009_千岛湖_待人工分类_裁剪分割__CV003_S003__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=61.891}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=61.9%（含黑边检测）"
"010_千岛湖_待人工分类_裁剪分割__CV003_S004.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\010_千岛湖_待人工分类_裁剪分割__CV003_S004__裁切废料.mp4","0.7","@{x=0; y=4.62; w=100; h=66.782}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.6% h=66.8%（含黑边检测）"
"011_千岛湖_待人工分类_裁剪分割__CV003_S005.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\011_千岛湖_待人工分类_裁剪分割__CV003_S005__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=65.696}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=65.7%（含黑边检测）"
"012_千岛湖_待人工分类_裁剪分割__CV003_S006.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\012_千岛湖_待人工分类_裁剪分割__CV003_S006__裁切废料.mp4","0.86","@{x=0; y=17.935; w=100; h=58.494}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=58.5%（含黑边检测）"
"013_千岛湖_待人工分类_裁剪分割__CV003_S007.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\013_千岛湖_待人工分类_裁剪分割__CV003_S007__裁切废料.mp4","0.86","@{x=0; y=17.935; w=100; h=51.429}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=51.4%（含黑边检测）"
"014_千岛湖_待人工分类_裁剪分割__CV003_S008.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\014_千岛湖_待人工分类_裁剪分割__CV003_S008__裁切废料.mp4","0.7","@{x=0; y=1.608; w=100; h=60.283}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=1.6% h=60.3%（含黑边检测）"
"015_千岛湖_待人工分类_裁剪分割__CV004_S001.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\015_千岛湖_待人工分类_裁剪分割__CV004_S001__裁切废料.mp4","0.7","@{x=0; y=5.596; w=100; h=70.66}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.6% h=70.7%（含黑边检测）"
"016_千岛湖_待人工分类_裁剪分割__CV004_S002.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\016_千岛湖_待人工分类_裁剪分割__CV004_S002__裁切废料.mp4","0.7","@{x=0; y=4.735; w=100; h=66.808}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.7% h=66.8%（含黑边检测）"
"017_千岛湖_待人工分类_裁剪分割__CV004_S003.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\017_千岛湖_待人工分类_裁剪分割__CV004_S003__裁切废料.mp4","0.7","@{x=0; y=8.122; w=100; h=69.607}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.1% h=69.6%（含黑边检测）"
"018_千岛湖_待人工分类_裁剪分割__CV004_S004.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\018_千岛湖_待人工分类_裁剪分割__CV004_S004__裁切废料.mp4","0.7","@{x=0; y=17.4; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.4% h=45.0%（含黑边检测）"
"019_千岛湖_待人工分类_裁剪分割__CV004_S005.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\019_千岛湖_待人工分类_裁剪分割__CV004_S005__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=76.698}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.7%（含黑边检测）"
"020_千岛湖_待人工分类_裁剪分割__CV004_S006.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\020_千岛湖_待人工分类_裁剪分割__CV004_S006__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=61.971}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"021_千岛湖_待人工分类_裁剪分割__CV004_S007.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\021_千岛湖_待人工分类_裁剪分割__CV004_S007__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=77.582}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.6%（含黑边检测）"
"022_千岛湖_待人工分类_裁剪分割__CV004_S008.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\022_千岛湖_待人工分类_裁剪分割__CV004_S008__裁切废料.mp4","0.7","@{x=0; y=10.751; w=100; h=69.482}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.8% h=69.5%（含黑边检测）"
"024_千岛湖_待人工分类_裁剪分割__CV004_S010.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\024_千岛湖_待人工分类_裁剪分割__CV004_S010__裁切废料.mp4","0.7","@{x=0; y=12.54; w=100; h=58.856}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.5% h=58.9%（含黑边检测）"
"025_千岛湖_待人工分类_裁剪分割__CV004_S011.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\025_千岛湖_待人工分类_裁剪分割__CV004_S011__裁切废料.mp4","0.58","@{x=0; y=5.324; w=100; h=57.088}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.3% h=57.1%（含黑边检测）"
"026_千岛湖_待人工分类_裁剪分割__CV004_S012.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\026_千岛湖_待人工分类_裁剪分割__CV004_S012__裁切废料.mp4","0.7","@{x=0; y=17.968; w=100; h=60.497}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=60.5%（含黑边检测）"
"027_千岛湖_待人工分类_裁剪分割__CV004_S013.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\027_千岛湖_待人工分类_裁剪分割__CV004_S013__裁切废料.mp4","0.7","@{x=0; y=5.744; w=100; h=68.598}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.7% h=68.6%（含黑边检测）"
"030_千岛湖_待人工分类_裁剪分割__CV004_S016.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\030_千岛湖_待人工分类_裁剪分割__CV004_S016__裁切废料.mp4","0.7","@{x=0; y=15.633; w=100; h=64.747}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.6% h=64.7%（含黑边检测）"
"031_千岛湖_待人工分类_裁剪分割__CV004_S017.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\031_千岛湖_待人工分类_裁剪分割__CV004_S017__裁切废料.mp4","0.7","@{x=0; y=17.968; w=100; h=54.459}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=54.5%（含黑边检测）"
"032_千岛湖_待人工分类_裁剪分割__CV004_S018.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\032_千岛湖_待人工分类_裁剪分割__CV004_S018__裁切废料.mp4","0.7","@{x=0; y=5.449; w=100; h=59.909}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.4% h=59.9%（含黑边检测）"
"033_千岛湖_待人工分类_裁剪分割__CV004_S019.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\033_千岛湖_待人工分类_裁剪分割__CV004_S019__裁切废料.mp4","0.7","@{x=0; y=14.286; w=100; h=61.97}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.3% h=62.0%（含黑边检测）"
"034_千岛湖_待人工分类_裁剪分割__CV004_S020.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\034_千岛湖_待人工分类_裁剪分割__CV004_S020__裁切废料.mp4","0.82","@{x=0; y=17.968; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）"
"035_千岛湖_待人工分类_裁剪分割__CV004_S021.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\035_千岛湖_待人工分类_裁剪分割__CV004_S021__裁切废料.mp4","0.7","@{x=0; y=17.968; w=100; h=62.854}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=62.9%（含黑边检测）"
"036_千岛湖_待人工分类_裁剪分割__CV004_S022.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\036_千岛湖_待人工分类_裁剪分割__CV004_S022__裁切废料.mp4","0.86","@{x=0; y=13.571; w=100; h=61.654}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=13.6% h=61.7%（含黑边检测）"
"038_千岛湖_待人工分类_裁剪分割__CV005_S001.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\038_千岛湖_待人工分类_裁剪分割__CV005_S001__裁切废料.mp4","0.95","@{x=0; y=17.84; w=100; h=58.595}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.8% h=58.6%（含黑边检测）"
"039_千岛湖_待人工分类_裁剪分割__CV005_S002.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\039_千岛湖_待人工分类_裁剪分割__CV005_S002__裁切废料.mp4","0.95","@{x=0; y=17.84; w=100; h=51.23}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.8% h=51.2%（含黑边检测）"
"052_千岛湖_待人工分类_裁剪分割__CV009_S001.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\052_千岛湖_待人工分类_裁剪分割__CV009_S001__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=76.858}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.9%（含黑边检测）"
"053_千岛湖_待人工分类_裁剪分割__CV009_S002.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\053_千岛湖_待人工分类_裁剪分割__CV009_S002__裁切废料.mp4","0.95","@{x=0; y=17.908; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）"
"054_千岛湖_待人工分类_裁剪分割__CV009_S003.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\054_千岛湖_待人工分类_裁剪分割__CV009_S003__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=80.404}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.4%（含黑边检测）"
"055_千岛湖_待人工分类_裁剪分割__CV009_S004.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\055_千岛湖_待人工分类_裁剪分割__CV009_S004__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=80.759}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.8%（含黑边检测）"
"056_千岛湖_待人工分类_裁剪分割__CV009_S005.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\056_千岛湖_待人工分类_裁剪分割__CV009_S005__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.142}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.1%（含黑边检测）"
"057_千岛湖_待人工分类_裁剪分割__CV009_S006.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\057_千岛湖_待人工分类_裁剪分割__CV009_S006__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=78.631}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.6%（含黑边检测）"
"058_千岛湖_待人工分类_裁剪分割__CV010_S001.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\058_千岛湖_待人工分类_裁剪分割__CV010_S001__裁切废料.mp4","0.95","@{x=0; y=17.839; w=100; h=51.125}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.8% h=51.1%（含黑边检测）"
"059_千岛湖_待人工分类_裁剪分割__CV012_S001.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\059_千岛湖_待人工分类_裁剪分割__CV012_S001__裁切废料.mp4","0.95","@{x=0; y=8.69; w=100; h=60.729}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.7% h=60.7%（含黑边检测）"
"060_千岛湖_待人工分类_裁剪分割__CV012_S002.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\060_千岛湖_待人工分类_裁剪分割__CV012_S002__裁切废料.mp4","0.86","@{x=0; y=17.899; w=100; h=49.834}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=49.8%（含黑边检测）"
"061_千岛湖_待人工分类_裁剪分割__CV012_S003.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\061_千岛湖_待人工分类_裁剪分割__CV012_S003__裁切废料.mp4","0.95","@{x=0; y=17.899; w=100; h=50.093}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=50.1%（含黑边检测）"
"062_千岛湖_待人工分类_裁剪分割__CV012_S004.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\062_千岛湖_待人工分类_裁剪分割__CV012_S004__裁切废料.mp4","0.95","@{x=0; y=9.501; w=100; h=69.775}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.5% h=69.8%（含黑边检测）"
"063_千岛湖_待人工分类_裁剪分割__CV012_S005.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\063_千岛湖_待人工分类_裁剪分割__CV012_S005__裁切废料.mp4","0.7","@{x=0; y=7.393; w=100; h=54.763}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.4% h=54.8%（含黑边检测）"
"064_千岛湖_待人工分类_裁剪分割__CV012_S006.mp4","D:\Download\素材下载\团建视频\千岛湖智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\064_千岛湖_待人工分类_裁剪分割__CV012_S006__裁切废料.mp4","0.95","@{x=0; y=4.41; w=100; h=76.293}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.4% h=76.3%（含黑边检测）"
"001_安吉_大巴集合出发__S_V008_S009.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\裁切废料\001_安吉_大巴集合出发__S_V008_S009__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=65.696}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=65.7%（含黑边检测）"
"003_安吉_大巴集合出发__S_V009_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\大巴集合出发\裁切废料\003_安吉_大巴集合出发__S_V009_S001__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=70.649}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=70.6%（含黑边检测）"
"004_安吉_山路抵达__S_V011_S005.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\02_出发抵达\山路抵达\裁切废料\004_安吉_山路抵达__S_V011_S005__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=77.486}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.5%（含黑边检测）"
"009_安吉_菜品餐桌__S_V008_S015.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\04_餐饮美食\菜品餐桌\裁切废料\009_安吉_菜品餐桌__S_V008_S015__裁切废料.mp4","0.7","@{x=0; y=4.927; w=100; h=57.73}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.9% h=57.7%（含黑边检测）"
"002_安吉_漂流_裁剪分割__CV008_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\裁切废料\002_安吉_漂流_裁剪分割__CV008_S001__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=72.078}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.1%（含黑边检测）"
"003_安吉_漂流_裁剪分割__CV008_S002.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\裁切废料\003_安吉_漂流_裁剪分割__CV008_S002__裁切废料.mp4","0.7","@{x=0; y=17.209; w=100; h=61.535}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.2% h=61.5%（含黑边检测）"
"004_安吉_漂流_裁剪分割__CV008_S003.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\漂流\裁切废料\004_安吉_漂流_裁剪分割__CV008_S003__裁切废料.mp4","0.7","@{x=0; y=4.341; w=100; h=57.814}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.3% h=57.8%（含黑边检测）"
