"name","output","confidence","rect","reason"
"118_莫干山_漂流_裁剪分割__CV006_S044.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\118_莫干山_漂流_裁剪分割__CV006_S044__裁切废料.mp4","0.86","@{x=0; y=9.538; w=100; h=53.237}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.5% h=53.2%（含黑边检测）"
"119_莫干山_漂流_裁剪分割__CV006_S045.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\119_莫干山_漂流_裁剪分割__CV006_S045__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=63.371}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.4%（含黑边检测）"
"120_莫干山_漂流_裁剪分割__CV006_S046.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\120_莫干山_漂流_裁剪分割__CV006_S046__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=73.654}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.7%（含黑边检测）"
"121_莫干山_漂流_裁剪分割__CV006_S047.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\121_莫干山_漂流_裁剪分割__CV006_S047__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=63.073}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.1%（含黑边检测）"
"122_莫干山_漂流_裁剪分割__CV006_S048.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\122_莫干山_漂流_裁剪分割__CV006_S048__裁切废料.mp4","0.7","@{x=0; y=7.303; w=100; h=55.472}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.3% h=55.5%（含黑边检测）"
"123_莫干山_漂流_裁剪分割__CV006_S049.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\123_莫干山_漂流_裁剪分割__CV006_S049__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.775}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.8%（含黑边检测）"
"124_莫干山_漂流_裁剪分割__CV006_S050.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\124_莫干山_漂流_裁剪分割__CV006_S050__裁切废料.mp4","0.7","@{x=0; y=8.048; w=100; h=54.727}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.0% h=54.7%（含黑边检测）"
"125_莫干山_漂流_裁剪分割__CV006_S051.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\125_莫干山_漂流_裁剪分割__CV006_S051__裁切废料.mp4","0.7","@{x=0; y=17.884; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）"
"126_莫干山_漂流_裁剪分割__CV006_S052.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\126_莫干山_漂流_裁剪分割__CV006_S052__裁切废料.mp4","0.86","@{x=0; y=9.389; w=100; h=53.535}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.4% h=53.5%（含黑边检测）"
"236_莫干山_漂流_裁剪分割__CV017_S001.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\236_莫干山_漂流_裁剪分割__CV017_S001__裁切废料.mp4","0.86","@{x=0; y=9.228; w=100; h=67.931}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.2% h=67.9%（含黑边检测）"
"237_莫干山_漂流_裁剪分割__CV017_S002.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\237_莫干山_漂流_裁剪分割__CV017_S002__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=63.543}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.5%（含黑边检测）"
"238_莫干山_漂流_裁剪分割__CV017_S003.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\238_莫干山_漂流_裁剪分割__CV017_S003__裁切废料.mp4","0.7","@{x=0; y=3.631; w=100; h=59.004}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.6% h=59.0%（含黑边检测）"
"239_莫干山_漂流_裁剪分割__CV017_S004.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\239_莫干山_漂流_裁剪分割__CV017_S004__裁切废料.mp4","0.95","@{x=0; y=3.782; w=100; h=67.477}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.8% h=67.5%（含黑边检测）"
"240_莫干山_漂流_裁剪分割__CV017_S005.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\240_莫干山_漂流_裁剪分割__CV017_S005__裁切废料.mp4","0.82","@{x=0; y=3.782; w=100; h=70.956}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.8% h=71.0%（含黑边检测）"
"241_莫干山_漂流_裁剪分割__CV017_S006.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\241_莫干山_漂流_裁剪分割__CV017_S006__裁切废料.mp4","0.82","@{x=0; y=8.018; w=100; h=54.769}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.0% h=54.8%（含黑边检测）"
"242_莫干山_漂流_裁剪分割__CV017_S007.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\242_莫干山_漂流_裁剪分割__CV017_S007__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=74.133}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.1%（含黑边检测）"
"243_莫干山_漂流_裁剪分割__CV017_S008.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\243_莫干山_漂流_裁剪分割__CV017_S008__裁切废料.mp4","0.7","@{x=0; y=11.498; w=100; h=50.986}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.5% h=51.0%（含黑边检测）"
"244_莫干山_漂流_裁剪分割__CV017_S009.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\244_莫干山_漂流_裁剪分割__CV017_S009__裁切废料.mp4","0.95","@{x=0; y=5.598; w=100; h=69.14}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.6% h=69.1%（含黑边检测）"
"245_莫干山_漂流_裁剪分割__CV017_S010.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\245_莫干山_漂流_裁剪分割__CV017_S010__裁切废料.mp4","0.86","@{x=0; y=17.852; w=100; h=61.727}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=61.7%（含黑边检测）"
"246_莫干山_漂流_裁剪分割__CV017_S011.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\246_莫干山_漂流_裁剪分割__CV017_S011__裁切废料.mp4","0.95","@{x=0; y=3.177; w=100; h=63.694}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.2% h=63.7%（含黑边检测）"
"247_莫干山_漂流_裁剪分割__CV017_S012.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\247_莫干山_漂流_裁剪分割__CV017_S012__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=78.369}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=78.4%（含黑边检测）"
"248_莫干山_漂流_裁剪分割__CV017_S013.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\248_莫干山_漂流_裁剪分割__CV017_S013__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=74.436}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.4%（含黑边检测）"
"249_莫干山_漂流_裁剪分割__CV017_S014.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\249_莫干山_漂流_裁剪分割__CV017_S014__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=69.746}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=69.7%（含黑边检测）"
"250_莫干山_漂流_裁剪分割__CV017_S015.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\250_莫干山_漂流_裁剪分割__CV017_S015__裁切废料.mp4","0.95","@{x=0; y=17.852; w=100; h=61.425}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=61.4%（含黑边检测）"
"251_莫干山_漂流_裁剪分割__CV017_S016.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\251_莫干山_漂流_裁剪分割__CV017_S016__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.03}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"252_莫干山_漂流_裁剪分割__CV017_S017.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\252_莫干山_漂流_裁剪分割__CV017_S017__裁切废料.mp4","0.58","@{x=0; y=16.177; w=100; h=64.159}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.2% h=64.2%（含黑边检测）"
"253_莫干山_漂流_裁剪分割__CV017_S018.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\253_莫干山_漂流_裁剪分割__CV017_S018__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=74.89}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.9%（含黑边检测）"
"254_莫干山_漂流_裁剪分割__CV017_S019.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\254_莫干山_漂流_裁剪分割__CV017_S019__裁切废料.mp4","0.7","@{x=0; y=6.051; w=100; h=55.828}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.1% h=55.8%（含黑边检测）"
"255_莫干山_漂流_裁剪分割__CV017_S020.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\255_莫干山_漂流_裁剪分割__CV017_S020__裁切废料.mp4","0.95","@{x=0; y=17.852; w=100; h=60.668}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=60.7%（含黑边检测）"
"256_莫干山_漂流_裁剪分割__CV017_S021.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\256_莫干山_漂流_裁剪分割__CV017_S021__裁切废料.mp4","0.95","@{x=0; y=18.0; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）"
"257_莫干山_漂流_裁剪分割__CV017_S022.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\257_莫干山_漂流_裁剪分割__CV017_S022__裁切废料.mp4","0.86","@{x=0; y=8.018; w=100; h=54.92}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.0% h=54.9%（含黑边检测）"
"258_莫干山_漂流_裁剪分割__CV017_S023.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\258_莫干山_漂流_裁剪分割__CV017_S023__裁切废料.mp4","0.95","@{x=0; y=17.852; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）"
"259_莫干山_漂流_裁剪分割__CV017_S024.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\259_莫干山_漂流_裁剪分割__CV017_S024__裁切废料.mp4","0.7","@{x=0; y=9.834; w=100; h=70.804}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.8% h=70.8%（含黑边检测）"
"260_莫干山_漂流_裁剪分割__CV017_S025.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\260_莫干山_漂流_裁剪分割__CV017_S025__裁切废料.mp4","0.7","@{x=0; y=17.852; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）"
"261_莫干山_漂流_裁剪分割__CV017_S026.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\261_莫干山_漂流_裁剪分割__CV017_S026__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.938}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.9%（含黑边检测）"
"262_莫干山_漂流_裁剪分割__CV017_S027.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\262_莫干山_漂流_裁剪分割__CV017_S027__裁切废料.mp4","0.7","@{x=0; y=3.48; w=100; h=58.399}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.5% h=58.4%（含黑边检测）"
"263_莫干山_漂流_裁剪分割__CV017_S028.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\263_莫干山_漂流_裁剪分割__CV017_S028__裁切废料.mp4","0.7","@{x=0; y=6.959; w=100; h=55.828}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.0% h=55.8%（含黑边检测）"
"264_莫干山_漂流_裁剪分割__CV017_S029.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\264_莫干山_漂流_裁剪分割__CV017_S029__裁切废料.mp4","0.86","@{x=0; y=5.598; w=100; h=69.745}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.6% h=69.7%（含黑边检测）"
"265_莫干山_漂流_裁剪分割__CV017_S030.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\265_莫干山_漂流_裁剪分割__CV017_S030__裁切废料.mp4","0.74","@{x=0; y=12.244; w=100; h=65.671}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.2% h=65.7%（含黑边检测）"
"266_莫干山_漂流_裁剪分割__CV017_S031.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\266_莫干山_漂流_裁剪分割__CV017_S031__裁切废料.mp4","0.95","@{x=0; y=17.852; w=100; h=60.668}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=60.7%（含黑边检测）"
"267_莫干山_漂流_裁剪分割__CV017_S032.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\267_莫干山_漂流_裁剪分割__CV017_S032__裁切废料.mp4","0.7","@{x=0; y=15.129; w=100; h=47.053}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.1% h=47.1%（含黑边检测）"
"268_莫干山_漂流_裁剪分割__CV017_S033.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\268_莫干山_漂流_裁剪分割__CV017_S033__裁切废料.mp4","0.7","@{x=0; y=10.287; w=100; h=52.348}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.3% h=52.3%（含黑边检测）"
"269_莫干山_漂流_裁剪分割__CV017_S034.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\269_莫干山_漂流_裁剪分割__CV017_S034__裁切废料.mp4","0.7","@{x=0; y=6.203; w=100; h=56.432}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=56.4%（含黑边检测）"
"270_莫干山_漂流_裁剪分割__CV017_S035.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\270_莫干山_漂流_裁剪分割__CV017_S035__裁切废料.mp4","0.86","@{x=0; y=17.852; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）"
"271_莫干山_漂流_裁剪分割__CV017_S036.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\271_莫干山_漂流_裁剪分割__CV017_S036__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=69.443}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=69.4%（含黑边检测）"
"272_莫干山_漂流_裁剪分割__CV017_S037.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\272_莫干山_漂流_裁剪分割__CV017_S037__裁切废料.mp4","0.86","@{x=0; y=17.852; w=100; h=60.971}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=61.0%（含黑边检测）"
"273_莫干山_漂流_裁剪分割__CV017_S038.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\273_莫干山_漂流_裁剪分割__CV017_S038__裁切废料.mp4","0.95","@{x=0; y=3.933; w=100; h=66.872}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.9% h=66.9%（含黑边检测）"
"274_莫干山_漂流_裁剪分割__CV017_S039.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\274_莫干山_漂流_裁剪分割__CV017_S039__裁切废料.mp4","0.95","@{x=0; y=3.631; w=100; h=69.594}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.6% h=69.6%（含黑边检测）"
"275_莫干山_漂流_裁剪分割__CV017_S040.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\275_莫干山_漂流_裁剪分割__CV017_S040__裁切废料.mp4","0.95","@{x=0; y=3.782; w=100; h=77.462}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.8% h=77.5%（含黑边检测）"
"276_莫干山_漂流_裁剪分割__CV017_S041.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\276_莫干山_漂流_裁剪分割__CV017_S041__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.938}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.9%（含黑边检测）"
"277_莫干山_漂流_裁剪分割__CV017_S042.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\277_莫干山_漂流_裁剪分割__CV017_S042__裁切废料.mp4","0.7","@{x=0; y=8.169; w=100; h=54.315}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.2% h=54.3%（含黑边检测）"
"278_莫干山_漂流_裁剪分割__CV017_S043.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\278_莫干山_漂流_裁剪分割__CV017_S043__裁切废料.mp4","0.7","@{x=0; y=9.521; w=100; h=53.417}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.5% h=53.4%（含黑边检测）"
"279_莫干山_漂流_裁剪分割__CV017_S044.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\279_莫干山_漂流_裁剪分割__CV017_S044__裁切废料.mp4","0.7","@{x=0; y=17.247; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.2% h=45.0%（含黑边检测）"
"280_莫干山_漂流_裁剪分割__CV017_S045.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\280_莫干山_漂流_裁剪分割__CV017_S045__裁切废料.mp4","0.86","@{x=0; y=8.775; w=100; h=53.86}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.8% h=53.9%（含黑边检测）"
"281_莫干山_漂流_裁剪分割__CV017_S046.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\281_莫干山_漂流_裁剪分割__CV017_S046__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.635}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.6%（含黑边检测）"
"282_莫干山_漂流_裁剪分割__CV017_S047.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\282_莫干山_漂流_裁剪分割__CV017_S047__裁切废料.mp4","0.86","@{x=0; y=13.313; w=100; h=48.566}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=13.3% h=48.6%（含黑边检测）"
"283_莫干山_漂流_裁剪分割__CV017_S048.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\283_莫干山_漂流_裁剪分割__CV017_S048__裁切废料.mp4","0.95","@{x=0; y=6.203; w=100; h=56.584}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=56.6%（含黑边检测）"
"284_莫干山_漂流_裁剪分割__CV017_S049.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\284_莫干山_漂流_裁剪分割__CV017_S049__裁切废料.mp4","0.95","@{x=0; y=8.169; w=100; h=63.09}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.2% h=63.1%（含黑边检测）"
"285_莫干山_漂流_裁剪分割__CV017_S050.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\285_莫干山_漂流_裁剪分割__CV017_S050__裁切废料.mp4","0.7","@{x=0; y=17.852; w=100; h=45.086}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.1%（含黑边检测）"
"286_莫干山_漂流_裁剪分割__CV017_S051.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\286_莫干山_漂流_裁剪分割__CV017_S051__裁切废料.mp4","0.86","@{x=0; y=15.129; w=100; h=48.263}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.1% h=48.3%（含黑边检测）"
"287_莫干山_漂流_裁剪分割__CV017_S052.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\287_莫干山_漂流_裁剪分割__CV017_S052__裁切废料.mp4","0.95","@{x=0; y=11.952; w=100; h=58.248}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.0% h=58.2%（含黑边检测）"
"288_莫干山_漂流_裁剪分割__CV017_S053.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\288_莫干山_漂流_裁剪分割__CV017_S053__裁切废料.mp4","0.95","@{x=0; y=17.852; w=100; h=48.868}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=48.9%（含黑边检测）"
"289_莫干山_漂流_裁剪分割__CV022_S001.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\289_莫干山_漂流_裁剪分割__CV022_S001__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=72.735}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.7%（含黑边检测）"
"290_莫干山_漂流_裁剪分割__CV022_S002.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\290_莫干山_漂流_裁剪分割__CV022_S002__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=72.294}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.3%（含黑边检测）"
"291_莫干山_漂流_裁剪分割__CV022_S003.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\291_莫干山_漂流_裁剪分割__CV022_S003__裁切废料.mp4","0.9","@{x=0; y=16.641; w=100; h=56.094}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.6% h=56.1%（含黑边检测）"
"292_莫干山_漂流_裁剪分割__CV022_S004.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\292_莫干山_漂流_裁剪分割__CV022_S004__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=72.588}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.6%（含黑边检测）"
"293_莫干山_漂流_裁剪分割__CV022_S005.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\293_莫干山_漂流_裁剪分割__CV022_S005__裁切废料.mp4","0.7","@{x=0; y=17.941; w=100; h=54.941}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=54.9%（含黑边检测）"
"294_莫干山_漂流_裁剪分割__CV022_S006.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\294_莫干山_漂流_裁剪分割__CV022_S006__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=72.735}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.7%（含黑边检测）"
"295_莫干山_漂流_裁剪分割__CV022_S007.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\295_莫干山_漂流_裁剪分割__CV022_S007__裁切废料.mp4","0.86","@{x=0; y=17.941; w=100; h=54.5}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=54.5%（含黑边检测）"
"296_莫干山_漂流_裁剪分割__CV022_S008.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\296_莫干山_漂流_裁剪分割__CV022_S008__裁切废料.mp4","0.74","@{x=0; y=15.465; w=100; h=57.564}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.5% h=57.6%（含黑边检测）"
"297_莫干山_漂流_裁剪分割__CV022_S009.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\297_莫干山_漂流_裁剪分割__CV022_S009__裁切废料.mp4","0.7","@{x=0; y=7.818; w=100; h=71.094}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.8% h=71.1%（含黑边检测）"
"298_莫干山_漂流_裁剪分割__CV022_S010.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\298_莫干山_漂流_裁剪分割__CV022_S010__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=73.029}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.0%（含黑边检测）"
"299_莫干山_漂流_裁剪分割__CV022_S011.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\299_莫干山_漂流_裁剪分割__CV022_S011__裁切废料.mp4","0.86","@{x=0; y=6.618; w=100; h=55.529}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.6% h=55.5%（含黑边检测）"
"300_莫干山_漂流_裁剪分割__CV022_S012.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\300_莫干山_漂流_裁剪分割__CV022_S012__裁切废料.mp4","0.7","@{x=0; y=17.941; w=100; h=55.383}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=55.4%（含黑边检测）"
